original_poem,translated_poem
"But when the Man-Moth
 pays his rare, although occasional, visits to the surface,
 the moon looks rather different to him. He emerges
 from an opening under the edge of one of the sidewalks
 and nervously begins to scale the faces of the buildings.
 He thinks the moon is a small hole at the top of the sky,
 proving the sky quite useless for protection.
 He trembles, but must investigate as high as he can climb.","Mas quando o Homem-Mariposa
 sobe à superfície, o que só faz raramente,
 a lua lhe parece coisa bem diversa. Ele
 emerge de uma abertura junto ao meio-fio
 e põe-se a escalar, nervoso, as faces dos prédios.
 Pensa que a lua é um furo pequeno no céu,
 prova de que o céu não serve como proteção.
 Embora trema, tem que subir para investigar."
"Up the façades,
 his shadow dragging like a photographer’s cloth behind him,
 he climbs fearfully, thinking that this time he will manage
 to push his small head through that round clean opening
 and be forced through, as from a tube, in black scrolls on the light.
 (Man, standing below him, has no such illusions.)
 But what the Man-Moth fears most he must do, although
 he fails, of course, and falls back scared but quite unhurt.","Sobe as fachadas,
 medroso, arrastando como um pano de fotógrafo
 sua sombra, e pensa que dessa vez vai conseguir
 meter a cabeça naquele furo bem redondo
 e sair, como de um tubo, em dobras negras na luz.
 (O Homem, lá embaixo, não tem tais ilusões.)
 Porém o Homem-Mariposa tem de fazer o que mais teme,
 e fracassa, é claro: cai, assustado, mas ileso."
"Then he returns
 to the pale subways of cement he calls his home. He flits,
 he flutters, and cannot get aboard the silent trains
 fast enough to suit him. The doors close swiftly.
 The Man-Moth always seats himself facing the wrong way
 and the train starts at once at its full, terrible speed,
 without a shift in gears or a gradation of any sort.
 He cannot tell the rate at which he travels backwards.","Então retorna
 aos túneis subterrâneos onde mora. Saltita,
 hesita, e sempre entra no vagão menos depressa
 do que pretende. As portas fecham rápido.
 Ele se senta sempre de frente para o lado errado
 e o trem sai a toda, com uma pressa terrível,
 sem trocar marcha, sem transição alguma. Ele não sabe
 a que velocidade está indo para trás."
" Each night he must
 be carried through artificial tunnels and dream recurrent dreams.
 Just as the ties recur beneath his train, these underlie
 his rushing brain. He does not dare look out the window,
 for the third rail, the unbroken draught of poison,
 runs there beside him. He regards it as a disease
 he has inherited the susceptibility to. He has to keep
 his hands in his pockets, as others must wear mufflers.","Toda noite ele é levado
 por túneis artificiais, e sonha sonhos recorrentes
 que lhe passam sob o sono como os dormentes
 sob o trem. Não ousa olhar pela janela, para não ver
 o terceiro trilho, frasco intato de veneno,
 a seu lado, como um mal a que ele é suscetível
 por hereditariedade. Tem de andar sempre
 com as mãos nos bolsos, como quem usa um cachecol."
"If you catch him,
 hold up a flashlight to his eye. It’s all dark pupil,
 an entire night itself, whose haired horizon tightens
 as he stares back, and closes up the eye. Then from the lids
 one tear, his only possession, like the bee’s sting, slips.
 Slyly he palms it, and if you’re not paying attention
 he’ll swallow it. However, if you watch, he’ll hand it over,
 cool as from underground springs and pure enough to drink."," Se você o pegar,
 aponte uma lanterna para o seu olho. É só pupila,
 uma pequena noite, cujo horizonte estreito
 se aperta quando ele olha, e fecha-se. Então uma só lágrima,
 seu único pertence, como o ferrão da abelha, brota.
 Discreto, ele a colhe e, se você se distrair,
 engole. Mas se você olhar, ele a entrega,
 fresca como água de fonte, potável de tão pura."
" Earliest morning, switching all the tracks
 that cross the sky from cinder star to star,
 coupling the ends of streets
 to trains of light,
 now draw us into daylight in our beds;
 and clear away what presses on the brain:
 put out the neon shapes
 that float and swell and glare
 down the gray avenue between the eyes
 in pinks and yellows, letters and twitching signs.
 Hang-over moons, wane, wane!
 From the window I see
 an immense city, carefully revealed,
 made delicate by over-workmanship,
 detail upon detail,
 cornice upon façade
 reaching so languidly up into
 a weak white sky, it seems to waver there.
 (Where it has slowly grown
 in skies of water-glass
 from fused beads of iron and copper crystals,
 the little chemical “garden” in a jar
trembles and stands again,
 pale blue, blue-green, and brick.)","A madrugada, desviando todos os trilhos
 que riscam o céu das brasas às estrelas,
 ligando os fins das ruas
 a trilhas luminosas,
 traz a luz do dia a nossas camas;
 e leva embora o que nos pesa na mente:
 apaga as formas de néon
 que pairam e pulsam e doem
 pela avenida cinzenta entre os olhos
 em rosa e amarelo, letras a latejar.
 Ó luas de ressaca, minguai,
 minguai! Da janela vejo
 uma cidade imensa, revelada com cuidado,
 delicada por excesso de desvelo,
 detalhe por detalhe,
 cornija por fachada
 a se estender, toda lânguida, até
 um céu branco e débil, e nele hesitar.
 (Onde cresceu bem lenta
 em céus de copo d’água
 de contas de ferro e cristais de cobre
 fundidos, “jardinzinho” químico num pote
tremendo um pouco, azul--claro, verde-azulado, brique.)"
"The sparrows hurriedly begin their play.
 Then, in the West, “Boom!” and a cloud of smoke.
 “Boom!” and the exploding ball
 of blossom blooms again.
 (And all the employees who work in plants
 where such a sound says “Danger,” or once said “Death,”
 turn in their sleep and feel
 the short hairs bristling
 on backs of necks.) The cloud of smoke moves off.
 A shirt is taken off a threadlike clothes-line.
 Along the street below
 the water-wagon comes
 throwing its hissing, snowy fan across
 peelings and newspapers. The water dries
 light-dry, dark-wet, the pattern
 of the cool watermelon.
 I hear the day-springs of the morning strike
 from stony walls and halls and iron beds,
 scattered or grouped cascades,
 alarms for the expected:
 queer cupids of all persons getting up,
 whose evening meal they will prepare all day,
you will dine well
 on his heart, on his, and his,
 so send them about your business affectionately,
 dragging in the streets their unique loves.
 Scourge them with roses only,
 be light as helium,
 for always to one, or several, morning comes,
 whose head has fallen over the edge of his bed,
 whose face is turned
 so that the image of
 the city grows down into his open eyes
 inverted and distorted. No. I mean
 distorted and revealed,
 if he sees it at all."," Pardais apressados começam o espetáculo.
 Então, do oeste, um “bum!” e uma nuvem de fumaça.
 “Bum!” e a bola de flor
 explode em fogo outra vez.
 (E os operários de fábricas para quem
 este som diz “Perigo”, e outrora “Morte”,
 se viram na cama e sentem
 eriçar-se os cabelos
 da nuca.) A nuvem de fumaça se afasta.
 De um fio de varal tira-se uma camisa.
 Pela rua passa
 o caminhão d’água
 lançando um leque alvo e sibilante
 sobre jornais e cascas. Onde seca
 é claro, o molhado é escuro,
 como na fresca melancia.
 Ouço as molas da manhã soando
 em muros, corredores, camas de ferro,
 soltas ou em arpejos,
 alarmes esperados:
 levantam-se os cupidos improváveis
 de quem vai preparar-lhes o jantar,
vocês vão alimentar-se
 do coração dele, e dele,
 assim, despachem com afeto esses que saem
 arrastando pela rua seus amores singulares.
 Neles só batam com rosas,
 sejam leves como o hélio,
 pois o dia sempre chega a um caído
 com a cabeça para fora do colchão,
 rosto virado de modo
 que a imagem da cidade
 surge em seus olhos abertos inversa
 e distorcida. Não. Melhor dizendo:
 distorcida e revelada,
 se é que ele a vê de fato."
" At six o’clock we were waiting for coffee,
 waiting for coffee and the charitable crumb
 that was going to be served from a certain balcony,
 — like kings of old, or like a miracle.
 It was still dark. One foot of the sun
 steadied itself on a long ripple in the river.
 The first ferry of the day had just crossed the river.
 It was so cold we hoped that the coffee
 would be very hot, seeing that the sun
 was not going to warm us; and that the crumb
 would be a loaf each, buttered, by a miracle.
 At seven a man stepped out on the balcony.
 He stood for a minute alone on the balcony
 looking over our heads toward the river.
 A servant handed him the makings of a miracle,
 consisting of one lone cup of coffee
 and one roll, which he proceeded to crumb,
 his head, so to speak, in the clouds — along with the sun.
 Was the man crazy? What under the sun
 was he trying to do, up there on his balcony!
 Each man received one rather hard crumb,
 which some flicked scornfully into the river,
 and, in a cup, one drop of the coffee.
Some of us stood around, waiting for the miracle.
 I can tell what I saw next; it was not a miracle.
 A beautiful villa stood in the sun
 and from its doors came the smell of hot coffee.
 In front, a baroque white plaster balcony
 added by birds, who nest along the river,
 — I saw it with one eye close to the crumb —
 and galleries and marble chambers. My crumb
 my mansion, made for me by a miracle,
 through ages, by insects, birds, and the river
 working the stone. Every day, in the sun,
 at breakfast time I sit on my balcony
 with my feet up, and drink gallons of coffee.
 We licked up the crumb and swallowed the coffee.
 A window across the river caught the sun
 as if the miracle were working, on the wrong balcony.","Às seis, estávamos à espera do café,
 à espera do café e da caridosa migalha
 que seriam servidos de uma certa varanda
 — como por reis de outrora, ou por milagre.
 Ainda estava escuro. Um dos pés do sol
 se apoiava numa longa ondulação do rio.
 A primeira barca do dia já cruzara o rio.
 Tal era o frio que ansiávamos por café
 quentíssimo — pois pelo visto o sol
 não ia aquecer-nos — e uma migalha
 que fosse um pão para cada um, como um milagre.
 Às sete um homem apareceu na varanda.
 Ficou a sós por um minuto na varanda
 olhando não para nós, mas para o rio.
 Um criado deu-lhe material para um milagre,
 ou seja, uma única xícara de café
 e um pão, que ele reduziu a migalhas,
 com a cabeça nas nuvens, tal qual o sol.
 Seria um louco? Parado ali, ao sol,
 que estava ele fazendo na varanda?
 Cada um recebeu uma mísera migalha,
 que uns, com desprezo, jogaram no rio,
 e, numa xícara, uma gota de café.
Alguns de nós ficamos, à espera do milagre.
 Digo o que vi em seguida: não foi milagre.
 Era um belo casarão, aberto ao sol,
 de onde vinha um cheiro quente de café.
 À frente, uma estrutura barroca, uma varanda
 de gesso branco, feita pelas aves do rio
 — foi o que vi ao olhar de perto a migalha —
 galerias e salões de mármore. Minha migalha,
 uma mansão, feita para mim por milagre,
 ao longo dos tempos, pelas aves, pelo rio
 a lavrar a pedra. Todos os dias, ao sol,
 pela manhã, me instalo na varanda,
 os pés para cima, e bebo litros de café.
 Engolimos a migalha e a gota de café.
 Além-rio, uma janela refletia o sol
 como se o milagre fosse em outra varanda."
" I dreamed that dead, and meditating,
 I lay upon a grave, or bed,
 (at least, some cold and close-built bower).
 In the cold heart, its final thought
 stood frozen, drawn immense and clear,
 stiff and idle as I was there;
 and we remained unchanged together
 for a year, a minute, an hour.
 Suddenly there was a motion,
 as startling, there, to every sense
 as an explosion. Then it dropped
 to insistent, cautious creeping
 in the region of the heart,
 prodding me from desperate sleep.
 I raised my head. A slight young weed
 had pushed up through the heart and its
 green head was nodding on the breast.
 (All this was in the dark.)
 It grew an inch like a blade of grass;
 next, one leaf shot out of its side
 a twisting, waving flag, and then
 two leaves moved like a semaphore.
 The stem grew thick. The nervous roots
 reached to each side; the graceful head
 changed its position mysteriously,
since there was neither sun nor moon
 to catch its young attention.
 The rooted heart began to change
 (not beat) and then it split apart
 and from it broke a flood of water.
 Two rivers glanced off from the sides,
 one to the right, one to the left,
 two rushing, half-clear streams,
 (the ribs made of them two cascades)
 which assuredly, smooth as glass,
 went off through the fine black grains of earth.
 The weed was almost swept away;
 it struggled with its leaves,
 lifting them fringed with heavy drops.
 A few drops fell upon my face
 and in my eyes, so I could see
 (or, in that black place, thought I saw)
 that each drop contained a light,
 a small, illuminated scene;
 the weed-deflected stream was made
 itself of racing images.
 (As if a river should carry all
 the scenes that it had once reflected
 shut in its waters, and not floating
 on momentary surfaces.)
 The weed stood in the severed heart.
 “What are you doing there?” I asked.
 It lifted its head all dripping wet
(with my own thoughts?)
 and answered then: “I grow,” it said,
 “but to divide your heart again.”","Sonhei que, morta, eu meditava
 dentro da cova, ou numa cama
 (algum espaço frio e estreito).
 No frio coração, se congelara
 a ideia final, imensa e clara,
 vazia e dura como eu;
 e assim ficamos, imóveis,
 um ano, um minuto, uma hora.
 De súbito, algo mexeu-se,
 abalando-me os sentidos,
 qual explosão, e abrandou-se
 num toque tímido e insistente
 no coração, a despertar-me
 de um sono desesperado.
 Olhei. Do coração brotara
 uma ervinha, e sua cabeça
 roçava tenra em meu peito.
 (Tudo isso era no escuro.)
 Cresceu um pouco, uma grama;
 surgiu uma folha torcida,
 depois outra, tremulando,
 duas bandeiras de um semáforo.
 O caule engrossou. As raízes
 se abriam, nervosas; a cabeça
 girava misteriosamente,
pois sol nem lua a atraíam.
 O coração, com as raízes,
 começou a mudar (não bater);
 partiu-se ao meio, então,
 e dele veio um jorro d’água.
 Dois rios desceram, um à esquerda,
 um à direita, dois cursos
 de água rápida e translúcida,
 (formando cascatas nas costelas)
 lisa como vidro, fluindo
 por entre os grãos de terra negra.
 A erva foi quase arrastada;
 agarrou-se com as folhas, erguendo-as,
 orladas de gotas gordas.
 Caíram-me pingos no rosto,
 nos olhos, e vi então
 (ou julguei ver, naquele breu)
 que em cada gota brilhava
 uma cena iluminada;
 a água que a erva desviava
 era um fluxo de imagens velozes.
 (Como rio que levasse as cenas
 todas nele já refletidas
 encerradas n’água, não flutuando
 nas superfícies efêmeras.)
 Perguntei à erva: “Que fazes
 neste coração partido?”
 Ela ergueu a cabeça molhada
(com meus próprios pensamentos?)
 e disse: “Cresço, para partir
 teu coração outra vez.”"
"He sleeps on the top of a mast
 with his eyes fast closed.
 The sails fall away below him
 like the sheets of his bed,
 He sleeps on the top of a mast. — Bunyan
 leaving out in the air of the night the sleeper’s head.
 Asleep he was transported there,
 asleep he curled
 in a gilded ball on the mast’s top,
 or climbed inside
 a gilded bird, or blindly seated himself astride.
 “I am founded on marble pillars,”
 said a cloud. “I never move.
 See the pillars there in the sea?”
 Secure in introspection
 he peers at the watery pillars of his reflection.
 A gull had wings under his
 and remarked that the air
 was “like marble.” He said: “Up here
 I tower through the sky
 for the marble wings on my tower-top fly.”
 But he sleeps on the top of his mast
with his eyes closed tight.
 The gull inquired into his dream,
 which was, “I must not fall.
 The spangled sea below wants me to fall.
 It is hard as diamonds; it wants to destroy us all.”"," Ele dorme no alto de um mastro
 com os olhos bem fechados.
 As velas se abrem lá embaixo
 como os lençóis de seu leito,
 deixando a cabeça exposta à noite e ao relento.
 Dormindo foi levado ali,
 dormindo enrodilhou-se
 numa bola dourada no alto do mastro,
 ou então se enfiou
 numa ave dourada, ou nela, cego, montou.
 “Tenho pilares de mármore”,
 disse uma nuvem. “Não me movo nunca.
 Vê os pilares lá no mar?”
 Ele, tranquilo, introspecto,
 olha os pilares d’água de seu próprio reflexo.
 Uma gaivota com as asas
 sob as dele comentou que o ar
 “parecia mármore”. Disse ele: “Cá em cima
 eu voo mais alto que o céu,
 com as asas de mármore que a torre me deu.”
 Mas ele dorme no alto do seu mastro
com os olhos bem apertados.
 A gaivota investigou-lhe o sonho,
 que era assim: “Não posso cair.
 O mar cintilante quer me ver cair.
 É duro como diamante; ele nos quer destruir.”"
"Now can you see the monument? It is of wood
 built somewhat like a box. No. Built
 like several boxes in descending sizes
 one above the other.
 Each is turned half-way round so that
 its corners point toward the sides
 of the one below and the angles alternate.
 Then on the topmost cube is set
 a sort of fleur-de-lys of weathered wood,
 long petals of board, pierced with odd holes,
 four-sided, stiff, ecclesiastical.
 From it four thin, warped poles spring out,
 (slanted like fishing-poles or flag-poles)
 and from them jig-saw work hangs down,
 four lines of vaguely whittled ornament
 over the edges of the boxes
 to the ground.
 The monument is one-third set against
 a sea; two-thirds against a sky.
 The view is geared
 (that is, the view’s perspective)
 so low there is no “far away,”
 and we are far away within the view.
 A sea of narrow, horizontal boards
 lies out behind our lonely monument,
its long grains alternating right and left
 like floor-boards — spotted, swarming-still,
 and motionless. A sky runs parallel,
 and it is palings, coarser than the sea’s:
 splintery sunlight and long-fibred clouds.
 “Why does that strange sea make no sound?
 Is it because we’re far away?
 Where are we? Are we in Asia Minor,
 or in Mongolia?”","Está vendo o monumento agora? É de madeira,
 uma estrutura em forma de caixa. Não. É como
 caixas de tamanhos decrescentes
 uma em cima da outra.
 Cada uma está virada de tal modo
 que as quinas apontem para os lados
 da que está embaixo, e os ângulos se alternem.
 No cubo do alto está engastada
 uma flor-de-lis de madeira gasta,
 longas pétalas de tábuas, com furos aleatórios,
 quadrangular, rígida, eclesiástica.
 Dela saem quatro mastros finos, tortos,
 (inclinados como caniços ou mastros de bandeiras)
 e deles pendem quatro vagos zigue-zagues,
 enfeites recortados em madeira,
 passando pelas quinas das caixas
 chegando até o chão.
 Um terço do monumento se destaca contra
 um mar; dois terços contra um céu.
 O ângulo da vista
 (melhor, o ângulo com que a vemos)
 é tal que não se vê o “ao longe”,
 e estamos longe dentro dela.
 Um mar de tábuas estreitas, horizontais,
 se estende atrás do solitário monumento,
e os veios longos da madeira alternam-se,
 esquerda e direita, como um assoalho — manchas, pintas
 e listas estáticas. Um céu corre paralelo,
 textura de paliçada, mais grosseira que a do mar:
 cacos de sol, nuvens de longas fibras.
 “Por que não faz barulho esse oceano estranho?
 É porque estamos longe?
 Onde é que estamos? Na Ásia Menor,
 ou na Mongólia?”"
