original_poem,translated_poem,translated_by_mbart,src_lang,tgt_lang
"soneto ao mar africano
ó grande mar, que banhas estas plagas
africanas, em ti ouço recados
dum mundo a outro mundo, nos teus brados
de prantos, risos, orações e pragas!
na dramática voz das tuas vagas,
escuto os que, nos séculos passados,
choraram nesse canto dos teus fados,
cantaram nesse choro em que te alagas…
na tua voz eu ouço o branco bravo,
que semeou portugal nestes recantos
africanos, e ainda o negro escravo
- ao mesmo tempo indómito e servil –
que regou com seu sangue e com seus prantos
a semente fecunda do brasil!","sonnet à la mer africaine
o grande mer, que baignes ces parages
africaines, en toi j'entends des messages, d'un monde
vers l'autre monde, dans tes cris
de larmes, de rires, de prières, de diableries!
dans la voix dramatique de tes vagues,
j'écoute ceux, qui au cours des siècles passés,
ont pleuré dans ce lieu de tes destinées,
ont chanté dans ces pleurs où tu t'inondes…
dans ta voix j'entends le blanc rageur,
qui a semé le portugal dans ces recoins
africains, et aussi l'esclave noir
- à la fois indomptable et servile -
qui a arrosé de son sang et de ses larmes
la semence féconde du brésil!","le son de la mer en Afrique.
Les gens d'affaires, les gens d'affaires, les gens d'affaires.
Les femmes d'Afrique, je crois.
Dans le monde, dans le monde, dans le monde.
de chants, de rires, de vœux et de plagues!
Dans la salle, dans la salle, dans la salle.
Je les écoute.
Vous avez crié dans ce coin de votre fade.
qu'ils chantent dans la colère...
Dans votre voix, j'entend le blanc bravo.
He a semé de portugais dans les recantos.
Il y a quelques années, il y a quelques années, il y a quelques années, il y a quelques années.
À la fois indomitable et servile.
He regait avec son sang et sa poitrine.
La semence féconde du Brazil!",pt_XX,fr_XX
"perfumada laranjeira,
linda assim dessa maneira
sorrindo à luz do arrebol,
toda em flores, branca toda
- parece a noiva do sol
preparada para a boda.
e esposa do sol, que a adora,
com que cuidados divinos
curva ela os ramos, agora!
e entre as folhas abrigados,
seus filhos, frutos dourados,
parecem sois pequeninos.","oranger parfumé,
si beau de cette manière,
qui souris à la subsistante lumière
tout en fleur, tout en blanc
- qu'on dirait la fiancée du soleil
pour la noce préparée.
et l'épouse du soleil, qui l'adore,
avec quels soins divins
plie-t-elle ses branches, maintenant!
et parmi les feuilles abrités,
ses enfants, les fruits dorés,
ressemblent à des petits soleils.","Parfait orange, parfait orange.
C'est ce que je veux dire.
Il y a lieu de s'amuser.
Tout en fleurs, tout en blanc.
Il semble que la bride du soleil soit.
Préparé pour le mariage.
Je suis une femme du soleil, je suis une femme du soleil.
Commentez sur ce que j'ai fait.
Elle tourne les branches, maintenant!
Entre les feuilles ouvertes.
leurs enfants, des fruits dorés.
Ils semblent si petits.",pt_XX,fr_XX
"tu ensinaste-me a fazer uma casa
tu ensinaste-me a fazer uma casa:
com as mãos e os beijos.
eu morei em ti e em ti meus versos procuraram
voz e abrigo.
e em ti guardei meu fogo e meu desejo. construí
a minha casa.
porém não sei já das tuas mãos. os teus lábios perderam-se
entre palavras duras e precisas
que tornaram a tua boca fria
e a minha boca triste como um cemitério de beijos.
mas recordo a sede unindo as nossas bocas
mordendo o fruto das manhãs proibidas
quando as nossas mãos surgiam por detrás de tudo
para saudar o vento.
e vejo teu corpo perfumando a erva
e os teus cabelos soltando revoadas de pássaros
que agora se recolhem, quando a noite se move,
nesta casa de versos onde guardo o teu nome.","tu m'as appris à faire une maison
tu m'as appris à faire une maison:
avec les mains et les baisers.
j'ai vécu en toi et en toi mes vers ont cherché
voix et abri.
et en toi j'ai gardé mon feu et mon désir. j'ai construit
ma maison.
mais je ne sais plus où sont tes mains. tes lèvres sont perdues
entre des mots durs et précis
qui ont rendu ta bouche froide
et ma bouche triste comme un cimetière de baisers.
mais je me souviens de la soif qui unissait nos bouches
qui mordaient le fruit des matins interdits
quand nos mains apparaissaient de partout
pour saluer le vent.
et je vois ton corps qui parfumait l'herbe
et tes cheveux qui libéraient des volées d'oiseaux
qui maintenant se refugient, quand la nuit se déplace,
dans cette maison de vers où je garde ton nom.","Tu m'as enseigné à faire une maison.
Vous m'avez enseigné à faire une maison.
avec les mains et les biscuits.
Je suis mort dans toi, et dans toi mes versos ont cherché.
Vote et abri.
Dans toi, j'ai gardé mon feu et mon désir.
Ma maison.
Mais je ne sais pas de la main.
entre des mots durs et des mots exacts.
qui ont fait de votre boca frie.
et ma bouche triste comme un cimetière de biscuits.
Mais je me souviens de la sommeil à l'intérieur de nos.
Pardonezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezez
Quand nos mains appartiennent à tout.
Pour le vent.
Je vois votre corps fumer dans l'herbe.
et vos cheveux entourés d'oiseaux.
que l'on separe maintenant, lorsque l'on separe à la nuit.
dans cette maison de versos où je garde votre nom.",pt_XX,fr_XX
"voa, suspiro meu, vai diligente,
busca os lares ditosos onde mora
o terno objeto, que minha alma adora,
por quem tanta aflição meu peito sente.
ao meu bem te avizinha docemente;
não perturbes seu sono: nesta hora,
em que a amante fiel saudosa chora,
durma talvez pacífico e contente.
com os ares, que respira, te mistura;
seu coração penetra; nele inspira
sonhos de amor, imagens de ternura.
apresenta-lhe a amante, que delira;
em seu cândido peito amor procura;
vê se também por mim terno suspira.","vole, mon soupir, va diligent,
cherche les radieux lieux où vit
le tendre objet, que mon âme adore,
pour qui tant d'affliction ma poitrine ressent.
à mon bien-aimé, l'approche doucement;
ne dérange pas son sommeil: à l'heure,
où sa fidèle amante de désir pleure,
peut-être dort-il paisible et content.
avec l'air, qu'il respire, va t'assembler;
pénètre son coeur; en lui inspire
des rêves d'amour, de douces pensées.
présente-lui l'amante, qui délire;
dans sa candide poitrine l'amour elle cherche;
vois aussi si pour moi, tendre il soupire.","Il va, je l'espère, il va, je l'espère.
Il cherche les ditches où il résiste.
L'autre objet que j'aime.
C'est ce que souffre mon sein.
Pour mon bien, je t'aime.
Il n'y a pas d'interruption de son.
où la saine aimeuse crie.
He aspires, peut-être, pacifiquement.
avec les eaux, qui respirant, qui se mélange.
Son coeur s'en inspire.
Des rêves d'amour, des images de soin.
Je vous présente, je vous présente, je vous présente.
Dans son long coeur d'amour, il cherche.
peut-être pour moi.",pt_XX,fr_XX
"canção de outono
perdoa-me, folha seca,
não posso cuidar de ti.
vim para amar neste mundo,
e até do amor me perdi.
de que serviu tecer flores
pelas areias do chão,
se havia gente dormindo
sobre o próprio coração?
e não pude levantá-la!
choro pelo que não fiz.
e pela minha fraqueza
é que sou triste e infeliz.
perdoa-me, folha seca!
meus olhos sem força estão
velando e rogando àqueles
que não se levantarão…
tu és a folha de outono
voante pelo jardim.
deixo-te a minha saudade
– a melhor parte de mim.
certa de que tudo é vão.
que tudo é menos que o vento,
menos que as folhas do chão…","chanson de l'automne
pardonne-moi, feuille sèche,
je ne peux prendre soin de toi.
je suis venue au monde pour aimer,
et même l'amour je ne le trouve pas.
à quoi cela sert-il de tisser des fleurs
sur les sables du sol,
quand il y a des gens qui dormaient
sur leur propre cœur ?
et je n'ai pas pu la soulever !
je pleure pour ce que je n'ai pas fait.
et à cause de ma faiblesse
je suis triste et malheureuse.
pardonne-moi, feuille sèche !
mes yeux sans force
veillent et supplient ceux
qui ne se lèveront pas...
tu es la feuille d'automne
tournoyant dans le jardin.
je te laisse mon désir
– la meilleure partie de moi.
dans la certitude que tout est en vain.
que tout est bien moins que le vent,
moins que les feuilles sur le sol...","La chanson de l'automne.
Pardon, c'est moi, c'est moi.
Je ne peux pas prendre soin de vous.
Je suis venu en aimer dans ce monde.
J'ai même perdu l'amour.
Ce qui a servi de fleurs de terre.
Parmi les autres, c'est-à-dire les autres.
S'il y avait des gens qui allaient dormir?
Sur le cœur même?
Je ne peux pas le lever!
Je suis mort de ne pas le faire.
Je ne sais pas si j'ai besoin d'aide.
c'est que je suis triste et infelis.
Pardon moi, c'est la feuille.
J'ai mes yeux sans force.
Envoys. Envoys.
qui ne seraient pas...
Vous êtes la feuille d'automne.
Il s'agit d'un homme qui va dans le jardin.
Je vous souhaite la bienvenue.
Le meilleur de moi.
Certes, c'est là.
que tout est moins que le vent.
moins les feuilles de terre...",pt_XX,fr_XX
"rosa colhia sozinha
lindas rosas no jardim
e nas faces também tinha
duas rosas de carmim.
cheguei-me e disse-lhe: rosa
qual dessas rosas me dás?
as da face primorosa
ou essas que unindo estás?...
ela fitou-me sorrindo,
ainda mais enrubesceu;
depois, ligeira fugindo,
de longe me respondeu:
não dou-te as rosas das faces
nem as que tenho na mão:
daria, se me estimasses,
as rosas do coração.","rose
rose cueillait seule
de belles roses dans son jardin
et sur les joues elle avait aussi
deux roses de carmin.
en la voyant je lui dis: rose
laquelle de ces roses tu me donnerais?
celles de tes joues gracieuses
ou celles que tu es en train d'assembler?...
elle me regarda en souriant,
et plus encore elle rougit;
puis, légère en s'éloignant,
de loin elle me répondit:
les roses de mes joues je ne te donnerai
ni celles que j'ai dans ma main:
je te donnerai, si tu m'estimes,
les roses que j'ai dans mon cœur.","Rose pollinate elle-même.
Desjardins : desjardins, desjardins.
Il y a lieu d'encourager les gens d'être.
deux roses de maïs.
Je me suis arrivé. Je lui suis arrivé.
Quels sont les roses que vous me donnez?
Des moires de premiere.
C'est ce qu'il faut faire.
Elle m'a rassemblée.
Il améliore encore.
Il y a peu, il y a peu, il y a peu.
C'est ce que j'ai entendu dire.
Je ne donne pas de roses aux visages.
Je ne sais pas ce que je fais.
Je vais, je vais, je vais, je vais.
Les roses du coeur.",pt_XX,fr_XX
"junto às margens de um rio docemente
com meus suspiros altercando,
a viva apreensão ia pintando
passadas glórias no cristal luzente.
mas quando nesta ideia mais contente
o coração se estava recreando,
despenhou-se do peito o gosto brando,
envolto com a rápida corrente.
lá vão parar meus gostos no oceano,
ficando inanimado o peito e frio,
que o recreio buscou só por seu dano.
acabou-se o contente desvario,
e meus olhos saudosos do engano
quase querem formar um novo rio.","près des rives d'une rivière calmement
avec mes soupirs qui se tiraillaient,
l'appréhension vivante qui dessinait
les gloires passées sur le cristal brillant.
mais lorsque dans ce mode plus complaisant
le cœur se venait à recréer,
le doux aloi de ma poitrine s'est échappé,
enveloppé par le rapide courant.
mes goûts dans l'océan iront aboutir,
ma poitrine devenant inanimée et gelée,
que le délassement n'a cherchée que pour l'amoindrir.
fini le joyeux enivrement,
et mes yeux tristes de le voir finir
veulent presque former un nouveau torrent.","On the banks d'un cours d'eau, c'est la douceur.
C'est ce que je fais, c'est ce que je fais.
L'appréciation était à l'égard de l'art.
passés gloires dans le cristal lumineux.
But when on a plateau, on une plateau, on une plateau.
Le coeur était en train de réagir.
Il s'est débarrassé de son chest.
Envolé dans la rapidité.
C'est là que j'aime l'océan.
Le chest est ennuyé et froid.
qu'il aspire à cause de son malaise.
Le content de l'évacuation est terminé.
Mon regard sain de l'erreur.
Il y a peu, il y a peu, il y a peu.",pt_XX,fr_XX
"às vezes, quando a noite vem caindo,
tranquilamente, sossegadamente,
encosto-me à janela e vou seguindo
a curva melancólica do poente.
não quero a luz acesa. na penumbra,
pensa-se mais e pensa-se melhor.
a luz magoa os olhos e deslumbra,
e eu quero ver em mim, ó meu amor!
para fazer exame de consciência
quero silêncio, paz, recolhimento
pois só assim, durante a tua ausência,
consigo libertar o pensamento.
procuro então aniquilar em mim,
a nefasta influência que domina
os meus nervos cansados; mas por fim,
reconheço que amar-te é minha sina.
longe de ti atrevo-me a pensar
nesse estranho rigor que me acorrenta:
e tenho a sensação do alto mar,
numa noite selvagem de tormenta.
tens no olhar magias de profeta
que sabe ler no céu, no mar, nas brasas...
adivinhas... serei a borboleta
que vendo a luz deixa queimar as asas.
no entanto — vê lá tu!— eu não lamento
esta vontade que se impõe à minha...
nem me revolto... cedo ao encantamento...
— escrava que não soube ser rainha!","parfois, lorsque tombe la nuit,
tranquillement, calmement,
je m'appuie à la fenêtre et je suis
la courbe mélancolique du couchant.
je ne veux pas de lumière. dans la pénombre
on pense plus et on pense mieux.
la lumière blesse les yeux et éblouit,
et je veux voir en moi, oh mon amour !
pour l'examen de ma conscience
je veux le silence, la paix, le recueillement
car seulement ainsi, pendant ton absence,
je parviens à libérer ma pensée.
j'essaie alors d'abolir en moi,
l'influence néfaste qui domine
mes nerfs fatigués; mais à la fin,
je reconnais que t'aimer est mon destin.
loin de toi j'ose penser
à ce rigueur étrange qui m'emprisonne :
et j'ai la sensation de la haute mer,
par nuit de tempête déchaînée.
tu as dans ton regard des magies de prophète
qui sait lire le ciel, la mer, les étincelles.
tu devines... je serais le papillon
qui voyant la lumière se laisse brûler les ailes.
pourtant - vois-tu ! - ni je réclame
contre cette volonté qui s'impose à la mienne...
ni je me révolte... je cède à l'enchantement...
-esclave qui n'a pas su être reine !","Parfois, quand la nuit tombe, c'est-à-dire quand la nuit tombe.
Il y a lieu d'adopter.
Je me pose à la fenêtre et je vais suivre.
Le curve melancholique du patient.
Je ne veux pas la lumière.
Je pense plus et je pense mieux.
La lumière bat les yeux et s'illustre.
et je veux voir dans moi, à mon coeur!
Il s'agit d'un examen de conscience.
Je veux silence, paix, récolte.
Ce n'est que pendant votre absence.
Je peux m'efforcer de réfléchir.
J'essaie d'y arriver.
L'influence qui domine l'influence qui domine l'influence.
Je me soulage.
Je reconnais que le fait de t'aimer est mon signe.
loin de vous, j'ai l'honneur de vous remercier.
C'est ce que j'ai cru.
et j'ai la sensation de la haute mer.
On une nuit sauvage de tempête.
Vous avez à l'esprit des magies de prophète.
qui sait lire dans les heavens, dans les mers, dans les bras...
Je serai le bouleau, je serai le bouleau.
que l'on aperçoit à la lumière et qu'on brûle les ailes.
Par contre, je n'ai pas de regrets.
cette volonté imposée sur ma...
Je ne me réfute pas, je suis enchanté.
Je ne savais pas être la Reine!",pt_XX,fr_XX
"liberdade
aqui nesta praia onde
não há nenhum vestígio de impureza
aqui onde há somente
ondas tombando ininterruptamente
puro espaço e lúcida unidade
aqui o tempo apaixonadamente
encontra a própria liberdade","liberté
ici sur cette plage
il n'y a aucune trace d'impureté
ici où il y a seulement
des vagues qui se brisent sans répit
espace pur et unité lucide
ici le temps avec passion
trouve sa propre liberté","Liberté.
Here, on this beach.
Il n'y a pas de trace d'impurité.
Ce n'est qu'il y a lieu.
Dessineux, dessineux, dessineux.
Toute place et toute unité.
Here, time passionately.
Il trouve sa liberté.",pt_XX,fr_XX
"prelúdio de natal
tudo principiava
pela cúmplice neblina
que vinha perfumada
de lenha e tangerinas
só depois se rasgava
a primeira cortina
e dispersa e dourada
no palco das vitrinas
a festa começava
entre odor a resina
e gosto a noz-moscada
e vozes femininas
a cidade ficava
sob a luz vespertina
pelas montras cercada
de paisagens alpinas.","prélude de noël
tout allait commencer
par la complice brume
qui arrivait embaumée
de bûches et de mandarines
ce n'est qu'alors qu'on tirait
le tout premier rideau
et que disperse et dorée
sur l'estrade des vitrines
la fête avait commencé
entre l'odeur de résine
le goût de noix de muscade
et les voix féminines
la ville se montrait
dans la lumière du couchant
sur les devantures entourée
de paysages alpins.","Prelude à la naissance.
Tout commençant.
Parmi-né, parmi-né, parmi-né.
Parfait, parfait.
Desserts et pâtisseries.
Il s'agit d'un organisme de bienfaisance.
La première cortine.
Pardonezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezez
Sur la scène des guillotines.
La fête est venue.
Pardonezezezezezezezez.
J'aimerais moi- moi.
Les femmes, elles-mêmes.
La ville était à l'avant-garde.
Sous la lumière du soir.
Il faut que l'on ouvre.
des paysages alpines.",pt_XX,fr_XX
"gozo e dor
se estou contente, querida,
com esta imensa ternura
de que me enche o teu amor?
— não. ai não; falta-me a vida;
sucumbe-me a alma à ventura:
o excesso de gozo é dor.
dói-me a alma, sim; e a tristeza
vaga, inerte e sem motivo,
no coração me poisou.
absorto em tua beleza,
não sei se morro ou se vivo,
porque a vida me parou.
é que não há ser bastante
para este gozar sem fim
que me inunda o coração.
tremo dele, e delirante
sinto que se exaure em mim
ou a vida — ou a razão.","plaisir et souffrance
si je suis heureux, ma chérie,
avec cette immense tendresse
qui m'envahit de ton amour ?
— non. oh non ; la vie me manque ;
mon âme succombe au bonheur :
l'excès de plaisir est une douleur.
mon âme me blesse, oui ; et la tristesse
vague, inerte et sans but,
dans mon cœur elle a atterri.
absorbé dans ta beauté,
je ne sais pas si je meurs ou si je vis,
car la vie pour moi s'est arrêtée.
c'est que personne n'est assez grand
pour un tel plaisir infini
qui m'inonde le cœur.
j'en tremble, et en délirant
je sens qu'en moi s'épuise
ou la vie — ou le discernement.","J'ai eu beaucoup de plaisir et de douleur.
Je suis contente, cher.
C'est ce que j'ai fait.
Qu'est-ce que j'ai envie?
Non, non, non.
Je me soumet à la vieillesse.
L'excède de plaisir est une douleur.
Je me souviens, je me souviens.
Il n'y a pas d'eau, il n'y a raison.
C'est dans mon coeur.
J'absume de votre beauté.
Je ne sais pas si je suis mort ou si je suis vivant.
parce que la vie est perdue.
C'est ce qu'il faut faire.
Pour ce plaisir in vain.
J'ai le sentiment d'être enchanté.
J'ai le sentiment d'être heureux.
J'ai le sentiment d'exacerber mes sentiments.
ou la vie — ou la raison.",pt_XX,fr_XX
"a vida
a vida é o dia de hoje,
a vida é ai que mal soa,
a vida é sombra que foge,
a vida é nuvem que voa;
a vida é sonho tão leve
que se desfaz como a neve,
e como o fumo se esvai,
a vida dura um momento,
mais leve que o pensamento,
a vida leva-a o vento,
a vida é folha que cai!
a vida é flor na corrente,
a vida é sopro suave,
a vida é estrela cadente,
voa mais leve que a ave;
nuvem que o vento nos ares,
onda que o vento nos mares,
uma após outra lançou.
a vida – pena caída
da asa de ave ferida –
de vale em vale impelida
a vida o vento a levou!","la vie
la vie c'est le jour d'aujourd'hui,
la vie est un cri s'entend à peine,
la vie est une ombre qui s'enfuit,
la vie est un nuage qui planne;
la vie est un rêve si léger
qui comme la neige se défait,
et qui comme la fumée se dissipe,
la vie dure un instant,
plus légère que la pensée,
la vie l'emporte le vent,
la vie est une feuille tombée!
la vie est une fleur sur le courant,
la vie est un souffle délicat,
la vie est une étoile filante,
elle vole plus légère que l'oiseau;
le nuage que le vent dans les airs,
la vague que le vent sur les mers,
l'un après l'autre a lancé.
la vie - une plume tombée
de l'aile de l'oiseau blessé -
de vallée en vallée avançant
la vie que le vent a emportée!","La vie d'un homme est-elle un homme.
La vie est aujourd'hui.
La vie est à mal.
La vie est un ombre qui meurt.
La vie est un nuage volant.
La vie est un rêve si léger.
Il s'agit d'un appareil qui se déchire comme la neve.
La fumée s'écoule.
La vie dure un moment.
C'est plus facile que de penser.
La vie l'emporte.
La vie est une feuille qui tombe!
La vie est flor dans le courant.
La vie n'est pas facile, c'est dire.
La vie est une star cadente.
Il va plus léger que l'oise.
Il y a peu de vents dans les eaux.
Les gens d'affaires, les gens d'affaires.
Une fois, elle-même a lancé.
La chute de la vie.
d'un oiseau blessé.
Val-de-Val, impeccable.
Le vent a livré!",pt_XX,fr_XX
"renúncia
fui nova, mas fui triste; só eu sei
como passou por mim a mocidade!
cantar era o dever da minha idade…
devia ter cantado, e não cantei!
fui bela. fui amada. e desprezei…
não quis beber o filtro da ansiedade.
amar era o destino, a claridade…
devia ter amado, e não amei!
ai de mim! nem saudades, nem desejos;
nem cinzas mortas, nem calor de beijos…
— eu nada soube, nada quis prender!
e o que me resta? uma amargura infinda:
ver que é, para morrer, tão cedo ainda,
e que é tão tarde já para viver!","renoncer
j'étais jeune, mais j'étais riste; moi seule sais
comme la jeunesse m'a devancée!
la chanson était une obligation pour mon âge…
j'aurais du chanter, et je ne l'ai pas fait!
j'étais belle. j'étais aimée. et je méprisais…
je n'ai pas voulu boire le filtre de l'anxiété.
l'amour était le destin, la clarté…
j'aurais du aimer, et je ne l'ai pas fait!
pauvre de moi! ni nostalgie, ni désirs;
ni cendres mortes, ni la chaleur des baisers…
— je n'ai rien su, je ne voulus rien retenir!
et que me reste-t-il? une amertume sans fin:
de voir qu'il est, pour mourir, trop tôt encore,
et que pour vivre il est déjà trop tard!","Renonce.
Je suis jeune, mais je suis triste.
C'est la force qui m'a fait!
Chanter était le devoir de mon âge...
J'aurais dû chanter, et je n'ai pas chanté!
J'ai été beau, j'ai été aimé, j'ai négligé...
Je ne voulais pas boire dans l'anxiété.
L'amour était le destin, la clarté...
J'aurais aimé, et je ne sais pas!
Je n'ai pas de salutations ni de souhaits.
Il n'y a pas de morts, de coups d'œil...
Je ne sais rien. Je ne veux rien!
Et ce qui me reste, c'est une amare infime.
C'est ce qu'il faut faire, c'est ce qu'il faut faire.
et qu'il est trop tard pour vivre!",pt_XX,fr_XX
"noturno resumido
a noite suspende na bruta mão
que trabalhou no circo das idades anteriores
as casas que o pessoal dorme comportadinho
atravessado na cama
comprada no turco a prestações.
a lua e os manifestos da arte moderna
brigam no poema em branco.
a vizinha sestrosa da janela em frente
tem na vida um camarada
que se atirou dum quinto andar.
todos têm a vidinha deles.
as namoradas não namoram mais
porque nós agora somos civilizados,
andamos no automóvel gostoso pensando no cubismo.
a noite é uma soma de sambas
que eu ando ouvindo há muitos anos.
o tinteiro caindo me suja os dedos
e me aborrece tanto:
não posso escrever a obra-prima
que todos esperam do meu talento.","résumé nocturne
la nuit suspend dans sa main rugueuse
qui a travaillé dans le cirque des âges précédents
les maisons où les gens dorment sagement
en travers du lit
acheté chez le turc en mensualités.
la lune et les manifestes d'art moderne
se disputent dans le poème vide.
la voisine charmante de la fenêtre d'en face
a dans sa vie un camarade
que s'est jeté du cinquième étage.
chacun a sa petite vie.
les copines ne sortent plus avec nous
car maintenant nous sommes civilisés,
nous roulons dans une belle voiture en pensant au cubisme.
la nuit est un amoncellement de sambas
que j'écoute depuis de nombreuses années.
l'encrier qui tombe me salit les doigts
et cela m'embête tellement:
je ne peux pas écrire le chef-d'oeuvre
que tous attendent de mon talent.","Lessons tirées de l'expérience.
La nuit sur la brute.
He acted dans les années précédentes.
Les maisons d'hôtes, les maisons d'hôtes.
Il faut que l'on soit dans.
achetées en Turquie pour des prestations.
Le moon et les manifests d'art moderne.
Il s'agit d'un blanc.
La petite voisine de la fenêtre.
A comrade a vie.
qui assaulte le cinquième étage.
Tous les coups, tous les coups.
Les fiancées ne sont plus mariées.
C'est parce que nous sommes maintenant civilisés.
Nous sommes en voiture, c'est-à-dire en cubicle.
La nuit, c'est le sombre.
que j'ai écoutée depuis de nombreuses années.
Le maid quit me sourit les doigts.
et je suis si chord.
Je ne peux pas écrire un avant-garde.
que tout mon talent.",pt_XX,fr_XX
"primavera
a musa que passava
não era a que sabias.
vinha em lua minguante
a espaços vestida
por espelhos azuis
e narcisos de frio.
que remanso tão meigo
em seus peitos havia!
que miosótis de leite
em suas veias tíbias,
três tangentes tocavam
o seu coração dúbio.
não lhe soubeste o corpo —
terra da madrugada
que se dava ferida,
nem os seus cursos de água.
olhavas tão ao longe
enquanto o amor te olhava.","printemps
la muse qui passait
n'était pas celle que tu connaissais.
elle arrivait en lune décroissante
par intervalles habillée
par des miroirs bleus
et des jonquilles froides.
quelle mare si douce
qu'il y avait dans ses seins!
quels myosotis laiteux
dans ses veines vacillantes,
trois tangentes qui touchaient
son coeur indécis.
tu n'as pas connu son corps —
la terre qui à l'aube
s'offrait avec sa blessure,
ni ses cours d'eau.
ton regard se perdait si loin
pendant que l'amour te regardait.","Le printemps est arrivé.
La musa qui passait.
C'est ce que vous connaissez.
Il s'agissait d'une petite moon.
Les espaces meurent.
Pardonezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezezzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz
et narcissisme.
Je me souvient aussi bien que je ne sais quoi faire.
Il y avait dans son sein!
Il y a des centaines de lait.
Dans les veins, c'est-à-dire dans les veins.
Trois tangents touchant.
Son coeur est doublé.
Je ne connais pas le corps.
Terre du matin.
Il y a lieu d'encourager.
Less de même que les cours d'eau.
J'ai fait preuve d'une grande prudence.
Alors que l'amour vous regarde.",pt_XX,fr_XX
"já podeis, da pátria filhos,
ver contente a mãe gentil;
já raiou a liberdade
no horizonte do brasil.
já raiou a liberdade
já raiou a liberdade
no horizonte do brasil.
brava gente brasileira!
longe vá, temor servil:
ou ficar a pátria livre,
ou morrer pelo brasil.
ou ficar a pátria livre
ou morrer pelo brasil.
os grilhões que nos forjava
da perfídia astuto ardil,
houve mão mais poderosa:
zombou deles o brasil.
houve mão mais poderosa
houve mão mais poderosa
zombou deles o brasil.","vous pouvez, fils de la patrie,
voir heureuse la mère gentil;
la liberté rayonne déjà
à l'horizon du brésil.
la liberté rayonne déjà
la liberté rayonne déjà
à l'horizon du brésil.
courageux brésiliens!
loin s'en va, la peur servile:
ou avoir la patrie libre,
ou mourir pour le brésil.
ou avoir la patrie libre
ou mourir pour le brésil.
les chaînes qui nous ont forgées
de la fine rouerie astucieuse,
il y eut main plus puissante:
d'elles se moqua le brésil.
il y eut main plus puissante
il y eut main plus puissante
d'elles se moqua le brésil.","Les enfants de la famille, c'est là.
voir la gentile.
He a crié à la liberté.
sur le horizon de Brazil.
He a crié à la liberté.
He a crié à la liberté.
sur le horizon de Brazil.
Brave Brazilians!
Long-distance, fear servile.
Or, je ne sais pas, je ne sais pas.
ou mourir pour le Brésil.
Or, je ne sais pas, je ne sais pas.
ou mourir pour le Brésil.
Les barbecues que nous faisons, les barbecues que nous faisons.
de perfide astute.
Il y avait une main plus forte.
dont Brasil.
Il y avait une plus grandeur de la main.
Il y avait une plus grandeur de la main.
dont Brasil.",pt_XX,fr_XX
