original_poem,translated_poem,translated_by_TA,src_lang,tgt_lang
"i held the book beneath my coat, at pains
to hide the thing from sight in such a place;
hurrying through the ancient harbor lanes
with often-turning head and nervous pace.
dull, furtive windows in old tottering brick
peered at me oddly as i hastened by,
and thinking what they sheltered, i grew sick
for a redeeming glimpse of clean blue sky.
no one had seen me take the thing—but still
a blank laugh echoed in my whirling head,
and i could guess what nighted worlds of ill
lurked in that volume i had coveted.
the way grew strange—the walls alike and madding—
and far behind me, unseen feet were padding.","je gardai le livre caché, avec effort,
car pareils environs ont des regards pour tout ;
je m’empressais par les anciennes rues du port
d’un pas nerveux et l’œil qui bondissait partout.
de ternes fenêtres en leurs briques branlantes
m’épiaient d’un air louche, et je marchais plus vite,
songeant à leurs secrets, une fièvre brûlante
me prenant de revoir le ciel bleu sans limite.
nul ne m’avait vu prendre l’ouvrage — pourtant
l’écho d’un rire creux me vrillait la cervelle,
et je devinai quels mondes noirs et souffrants
guettaient dans le volume, objet d’envie cruelle.
le chemin et les murs follement s’étiraient —
invisibles après moi venaient des pas feutrés.","J'ai gardé le livre sous mon manteau, à la douleur.
pour cacher l'objet de la vue dans un tel endroit;
en se hâtant sur les anciennes voies portuaires
avec une tête souvent tournée et un rythme nerveux.
des fenêtres tristes et furtives dans des briques anciennes
Il me regardait étrangement alors que j'ai accéléré,
et en pensant à ce qu'ils abritent, j'ai grandi malade.
pour un aperçu récupérable du ciel bleu pur.
Personne ne m'avait vu prendre la pièce, mais encore
une laughte vide s'écoulait dans ma tête en mouvement,
et j'ai pu deviner quelles nuits les mondes des malades
je me trouvais dans ce volume que j'avais voulu.
Le chemin est devenu étrange. Les murs sont les mêmes et les flancs les mêmes.
et loin derrière moi, des pieds invisibles se glissaient.",en_XX,fr_XX
"i do not know what windings in the waste
of those strange sea-lanes brought me home once more,
but on my porch i trembled, white with haste
to get inside and bolt the heavy door.
i had the book that told the hidden way
across the void and through the space-hung screens
that hold the undimensioned worlds at bay,
and keep lost aeons to their own demesnes.
at last the key was mine to those vague visions
of sunset spires and twilight woods that brood
dim in the gulfs beyond this earth’s precisions,
lurking as memories of infinitude.
the key was mine, but as i sat there mumbling,
the attic window shook with a faint fumbling.","je ne sais quels détours dans ces déliquescences
du curieux bord de mer me menèrent chez moi,
mais tremblant sur le seuil, je blêmis d’impatience
de me trouver enfin à l’abri sous mon toit.
j’avais le livre qui indiquait le chemin
entre vide et parois suspendus dans l’espace,
contenant les mondes sans dimension ni fin,
et gardant les éons à leur exacte place.
je possédais la clé de ces vagues visions
de flèches au couchant, de bois crépusculaires
dans des gouffres par-delà toute description,
tels des souvenirs d’infini qui se resserrent.
la clé m’appartenait, mais comme j’ânonnais,
la fenêtre au grenier se mit à résonner.","Je ne sais pas quelles sont les étendues dans les déchets
de ces étranges lanes de mer m'ont ramenée chez moi une fois de plus,
mais sur mon porch j'ai tremblé, blanc avec hâte
pour accéder à l'intérieur et boucler la porte lourde.
j'avais le livre qui décrit la façon cachée
en passant par le vide et les écrans gonflés de l'espace
qui tiennent à l'écart les mondes indimensionnés,
et conserver les aeons perdus à leurs propres démesnes.
enfin, la clé était mon pour ces visions vagues
des spires du coucher du soleil et des forêts de l'aube qui se nourrissent
dans les lacunes au-delà des précisions de la Terre,
qui se cachent comme des souvenirs d'infinité.
La clé était mon, mais je m'étais assis et je me mumblais.
la fenêtre du rez-de-chaussée s'écoulait avec une fausse fumée.",en_XX,fr_XX
"i sense, on crystal winter evenings
when constellations gleam through black-branched trees,
a night-dark star no earthly gazer sees
to which some dread malevolently clings.
no star-chart shows it —no— yet slumber brings
its vision from the clustered hyades—
black waters over which a leaden breeze
wafts the sad song that dead cassilda sings.
no darker vision greets the sleeper than
that lake, from which the coiling cloud-waves pour
to break upon the long basaltic shore
beneath the rays of red aldebaran—
the lake whence dreamers flee in nameless dread
as hastur rises from his slimy bed.","je devine, lors des soirées d’hiver cristallines,
quand des constellations brillent entre les branchages noirs des arbres,
une étoile noire comme la nuit que nul observateur terrestre ne peut voir,
à quoi tient quelque effroi, par malveillance.
nulle carte du ciel ne l’indique — non — mais le sommeil apporte
sa vision depuis les hyades assemblées —
des eaux noires au-dessus desquelles une brise pesante
pousse la chanson triste de la défunte cassilda.
nulle vision plus sombre n’accueille le dormeur que celle
du lac, d’où se déversent les rouleaux de nuages ondés
pour se briser sur la longue grève basaltique
sous les rayons de la rouge aldébaran —
le lac d’où s’échappent les rêveurs, pris d’une terreur innommable,
alors qu’hastur se lève de son lit visqueux.","J'ai l'impression que les soirs d'hiver cristallins
Lorsque les constellations s'éclairent dans les arbres à branches noires,
Une star noire et sombre qu'aucun observateur du monde ne voit
à laquelle certains craignent d'adhérer malveillantement.
Il n'y a pas de carte des étoiles qui l'indique - non - mais le sommeil apporte
sa vision des hyades enclosées,
des eaux noires sur lesquelles une brise de plomb s'écoule
wafts la triste chanson que chante la mort cassilda.
Aucune vision plus sombre ne salue le sommeil que
Ce lac, d'où s'écoulent les ondes de nuages.
pour se débrouiller sur la longue côte basaltique
sous les rayons d'aldébarène rouge,
Le lac d'où les rêveurs fuient dans le terrore sans nom
alors que l'hastur se dresse de son lit épais.",en_XX,fr_XX
"out in the mindless void the daemon bore me,
past the bright clusters of dimensioned space,
till neither time nor matter stretched before me,
but only chaos, without form or place.
here the vast lord of all in darkness muttered
things he had dreamed but could not understand,
while near him shapeless bat-things flopped and fluttered
in idiot vortices that ray-streams fanned.
they danced insanely to the high, thin whining
of a cracked flute clutched in a moustrous paw,
whence flow the aimless waves whose chance combining
gives each frail cosmos its eternal law.
« i am his messenger, » the daemon said,
as in contempt he struck his master’s head.","le daimôn m’enleva dans le vide insensible,
par-delà les amas brillants de l’espace dimensionné,
jusqu’à ce que ni le temps ni la matière ne s’étendissent devant moi,
rien que le chaos, sans forme ni lieu.
ici, le vaste seigneur de tout murmurait dans les ténèbres
des choses qu’il avait rêvées mais ne pouvait comprendre,
pendant qu’auprès de lui d’informes choses vampiriques voltigeaient, chutaient,
en vortex idiots qu’éventaient des flux de rayons.
prises de frénésie elles dansaient au son aigu, plaintivement fluet
d’une flûte fendue, dans l’étau d’une patte monstrueuse,
d’où s’écoulait sans but l’onde aux mélanges hasardeux qui
donnent à chaque cosmos fragile sa loi éternelle.
« je suis son messager », affirma le daimôn,
alors qu’il frappait, méprisant, la tête de son maître.","dans le vide sans sens que m'a emporté le démon,
au-delà des grappes lumineuses de l'espace de dimensions,
jusqu'à ce que ni le temps ni la question ne me soient étendues,
mais seulement le chaos, sans forme ni lieu.
ici le grand lord de tous dans l'obscurité a murmuré
des choses qu'il avait rêvées mais qu'il ne pouvait pas comprendre,
alors qu'à proximité de lui, des bats inorganiques s'écoulaient et fluttuaient
dans des vortices idiotes que les courants de rayons échauffaient.
ils dançaient de façon folle jusqu'à la rigueur haute et mince
d'une flûte frappée à l'aide d'une poignée moustrouse,
d'où s'écoulent les ondes sans but dont la chance de combiner
donne à chaque cosmos fragile sa loi éternelle.
« Je suis son messager », a dit le démon.
comme dans le mépris, il a frappé la tête de son maître.",en_XX,fr_XX
"out in the mindless void the daemon bore me,
past the bright clusters of dimensioned space,
till neither time nor matter stretched before me,
but only chaos, without form or place.
here the vast lord of all in darkness muttered
things he had dreamed but could not understand,
while near him shapeless bat-things flopped and fluttered
in idiot vortices that ray-streams fanned.
they danced insanely to the high, thin whining
of a cracked flute clutched in a moustrous paw,
whence flow the aimless waves whose chance combining
gives each frail cosmos its eternal law.
« i am his messenger, » the daemon said,
as in contempt he struck his master’s head.","le daimôn m’enleva dans le vide insensible,
par-delà le fatras éclatant de l’espace,
où matière ni temps n’étaient plus perceptibles,
mais rien que le chaos, sans forme ni surface.
le grand seigneur de tout soufflait dans la noirceur
ce qu’il avait rêvé, mais sans compréhension ;
alentour flottaient des vampires voltigeurs,
en sots vortex qu’éventaient des flux de rayons.
ils dansaient follement au son plaintif, ténu
d’un flûtiau fendu dans un étau bestial
d’où coulait au hasard l’amas de flots sans but
qui donne à tout cosmos son dogme immémorial.
« je suis son messager », affirma le daimôn,
frappant la tête de son maître avec affront.","dans le vide sans sens que m'a emporté le démon,
au-delà des grappes lumineuses de l'espace de dimensions,
jusqu'à ce que ni le temps ni la question ne me soient étendues,
mais seulement le chaos, sans forme ni lieu.
ici le grand lord de tous dans l'obscurité a murmuré
des choses qu'il avait rêvées mais qu'il ne pouvait pas comprendre,
alors qu'à proximité de lui, des bats inorganiques s'écoulaient et fluttuaient
dans des vortices idiotes que les courants de rayons échauffaient.
ils dançaient de façon folle jusqu'à la rigueur haute et mince
d'une flûte frappée à l'aide d'une poignée moustrouse,
d'où s'écoulent les ondes sans but dont la chance de combiner
donne à chaque cosmos fragile sa loi éternelle.
« Je suis son messager », a dit le démon.
comme dans le mépris, il a frappé la tête de son maître.",en_XX,fr_XX
"from far, from eve and morning
and yon twelve-winded sky,
the stuff of life to knit me
blew hither: here am i.
now—for a breath i tarry
nor yet disperse apart—
take my hand quick and tell me,
what have you in your heart.
speak now, and i will answer;
how shall i help you, say;
ere to the wind’s twelve quarters
i take my endless way.","de bien loin, du ponant, de l’aurore
et parmi les douze vents du ciel sis,
l’étoffe de la vie dont je suis tissé
m’enleva par là : me voici.
à présent — je m’attarde qu’un souffle court
ne m’ait encore dissipé —
vite prends ma main et parle sans détour,
dis ce que ton cœur a gardé.
parle tout de suite, ma réponse sitôt suivant ;
comment t’aider, dis-le enfin ;
avant que dans les douze sens du vent
mon chemin ne m’emporte sans fin.","de loin, du soir et de la matinée
et le ciel à douze vents,
les choses de la vie pour me joindre
je suis là, je suis là.
maintenant - pour un souffle j'attends
et qu'ils ne se dispersent pas,
prenez ma main rapidement et dites-moi,
ce que vous avez dans votre cœur.
Parlez maintenant, et je répondrai;
comment puis-je vous aider, dites;
avant les douze quarts du vent
Je prends mon chemin sans fin.",en_XX,fr_XX
"from far, from eve and morning
and yon twelve-winded sky,
the stuff of life to knit me
blew hither: here am i.
now—for a breath i tarry
nor yet disperse apart—
take my hand quick and tell me,
what have you in your heart.
speak now, and i will answer;
how shall i help you, say;
ere to the wind’s twelve quarters
i take my endless way.","de loin, du couchant, du levant,
de par les douze vents célestes,
le fil de vie en me tissant
souffla par là : et j’en atteste.
je reste le temps d’une pause
et ne me dissous point encor ;
prends-moi la main, vite, et m’expose
ce que tu portes sur le cœur.
parle-moi, que je te réponde,
dis-moi comment je puis t’aider,
avant qu’aux douze vents du monde
je ne m’envole à tout jamais.","de loin, du soir et de la matinée
et le ciel à douze vents,
les choses de la vie pour me joindre
je suis là, je suis là.
maintenant - pour un souffle j'attends
et qu'ils ne se dispersent pas,
prenez ma main rapidement et dites-moi,
ce que vous avez dans votre cœur.
Parlez maintenant, et je répondrai;
comment puis-je vous aider, dites;
avant les douze quarts du vent
Je prends mon chemin sans fin.",en_XX,fr_XX
"i met a traveller from an antique land
who said: two vast and trunkless legs of stone
stand in the desart. near them, on the sand,
half sunk, a shattered visage lies, whose frown,
and wrinkled lip, and sneer of cold command,
tell that its sculptor well those passions read
which yet survive, stamped on these lifeless things,
the hand that mocked them and the heart that fed:[1]
and on the pedestal these words appear:
« my name is ozymandias, king of kings;
look on my works, ye mighty, and despair! »
nothing beside remains. round the decay
of that colossal wreck, boundless and bare
the lone and level sands stretch far away.","je vis un voyageur d’un antique pays
qui dit : — dans le désert, deux grands rochers se dressent,
jambes sans tronc. tout près, ensablé à demi,
un visage paraît, qui tord avec rudesse
les lèvres et les cils ; sa moue de froid mépris
montre qu’il commandait, que le sculpteur sut lire
les feux survivant, gravés dans ces restes froids,
aux mains qui les mimèrent, au cœur qui dut nourrir.
et sur le piédestal une parole éclaire :
« mon nom est ozymandias, le roi des rois :
contemple mes travaux, puissant, et désespère ! »
hormis cela, plus rien : tout autour du décombre
du colosse brisé, les sables sans frontière
lissent la désolation de dunes sans nombre.","j'ai rencontré un voyageur d'un pays antique
Il a dit : «Two larges pattes de pierre sans caisse ».
Il y a lieu de se tenir à côté de ceux-ci, sur la sable.
Parmi eux, il y a ceux qui sont en train de s'enfoncer, dont le visage est déchiré et qui se frossent.
et des lèvres enracinées, et des brûlures de commandement froid,
dire que son sculpteur bien ces passions lire
qui subsistent encore, et qui sont imprimées sur ces choses sans vie,
La main qui les reprochait et le cœur qui les nourrissait.
et sur le plateau apparaissent les mots suivants :
« Mon nom est Ozymandias, roi des rois.
regardez mes actes, vous puissants et désespérés! »
Il n'y a rien à côté. autour de la dégradation.
de ce colossal écrasement, infini et nu
Les sables solitaires et éloignés s'étendent loin.",en_XX,fr_XX
"since feeling is first
who pays any attention
to the syntax of things
will never wholly kiss you;
wholly to be a fool
while spring is in the world
my blood approves,
and kisses are a better fate
than wisdom
lady i swear by all flowers. don’t cry
—the best gesture of my brain is less than
your eyelids’ flutter which says
we are for each other: then
laugh, leaning back in my arms
for life’s not a paragraph
and death i think is no parenthesis","puisque la sensation est première
celui qui prête quelque attention
à la syntaxe des choses
jamais ne t’embrassera toute ;
tout entier d’être un insensé
quand le printemps est au monde
mon sang approuve,
les baisers font un meilleur sort
que la sagesse
dame je le jure sur toutes les fleurs. ne pleure pas
— l’agitation la meilleure dans ma cervelle vaut moins que
ton battement de paupières qui déclare
nous sommes l’un pour l’autre : alors
ris, repose-toi dans mes bras
car la vie n’est pas un paragraphe
et la mort je crois n’est en rien une parenthèse","car le sentiment est le premier
qui accorde une attention particulière
à la syntaxe des choses
ne te saura jamais bien boiser;
pour être tout à fait stupide
Alors que le printemps est dans le monde
mon sang approuve,
et les kiss sont un meilleur sort
plus que la sagesse
Madame, je swear by all flowers. Dont cry.
—le meilleur geste de mon cerveau est moins que
le fluttu de vos œils qui dit
Nous sommes les uns pour les autres : alors
rire, se reposer dans mes bras
pour la vie n’est pas un paragraphe
et la mort, je crois, n'est pas une parenthèse",en_XX,fr_XX
"since feeling is first
who pays any attention
to the syntax of things
will never wholly kiss you;
wholly to be a fool
while spring is in the world
my blood approves,
and kisses are a better fate
than wisdom
lady i swear by all flowers. don’t cry
—the best gesture of my brain is less than
your eyelids’ flutter which says
we are for each other: then
laugh, leaning back in my arms
for life’s not a paragraph
and death i think is no parenthesis","puisque sentir est premier
qui prête la moindre attention
à la syntaxe des choses
ne t’embrassera jamais entière;
tout entier être un idiot
quand le printemps est de ce monde
mon sang approuve,
et les baisers sont un meilleur sort
que la sagesse
ma dame je le jure sur toutes les ﬂeurs. ne pleure pas
— le plus beau geste de mon cerveau ne vaut
ce battement de tes paupières qui dit
nous sommes l’un à l’autre: alors
ris donc, à la renverse dans mes bras
car la vie n’est pas un paragraphe
et la mort je pense n’est pas une parenthèse","car le sentiment est le premier
qui accorde une attention particulière
à la syntaxe des choses
ne te saura jamais bien boiser;
pour être tout à fait stupide
Alors que le printemps est dans le monde
mon sang approuve,
et les kiss sont un meilleur sort
plus que la sagesse
Madame, je swear by all flowers. Dont cry.
—le meilleur geste de mon cerveau est moins que
le fluttu de vos œils qui dit
Nous sommes les uns pour les autres : alors
rire, se reposer dans mes bras
pour la vie n’est pas un paragraphe
et la mort, je crois, n'est pas une parenthèse",en_XX,fr_XX
"water, is taught by thirst;
land, by the oceans passed;
transport, by throe;
peace, by its battles told;
love, by memorial mould;
birds, by the snow.","l’eau, leçon de la soif.
la terre — des océans franchis.
les transports — dans les affres —
la paix — des batailles narrées —
l’amour — du masque mortuaire —
les oiseaux, de la neige.","L'eau est enseignée par la soif;
La terre, par les océans qui traversent;
Transport, par troe;
la paix, par ses batailles dites;
L'amour, par un moule mémoratif;
les oiseaux, par la neige.",en_XX,fr_XX
"water, is taught by thirst;
land, by the oceans passed;
transport, by throe;
peace, by its battles told;
love, by memorial mould;
birds, by the snow.","on apprend l’eau par la soif.
la terre — par les océans traversés.
la jubilation — par les affres —
la paix, par le récit des batailles —
l’amour, par l’humus de la tombe —
les oiseaux, par la neige.","L'eau est enseignée par la soif;
La terre, par les océans qui traversent;
Transport, par troe;
la paix, par ses batailles dites;
L'amour, par un moule mémoratif;
les oiseaux, par la neige.",en_XX,fr_XX
"water, is taught by thirst;
land, by the oceans passed;
transport, by throe;
peace, by its battles told;
love, by memorial mould;
birds, by the snow.","l’eau, s’apprend par la soif.
la terre — par les mers franchies.
l’extase — par les affres —
la paix, par le récit de ses combats —
l’amour, par l’effigie —
l’oiseau, par la neige.","L'eau est enseignée par la soif;
La terre, par les océans qui traversent;
Transport, par troe;
la paix, par ses batailles dites;
L'amour, par un moule mémoratif;
les oiseaux, par la neige.",en_XX,fr_XX
"a sudden blow: the great wings beating still
above the staggering girl, her thighs caressed
by the dark webs, her nape caught in his bill,
he holds her helpless breast upon his breast.
how can those terrified vague fingers push
the feathered glory from her loosening thighs ?
and how can body, laid in that white rush,
but feel the strange heart beating where it lies ?
a shudder in the loins engenders there
the broken wall, the burning roof and tower
and agamemnon dead.
being so caught up,
so mastered by the brute blood of the air,
did she put on his knowledge with his power
before the indifferent beak could let her drop?","un choc soudain : les grandes ailes battent encore
sur la fille hébétée, cuisses caressées
par la palmure noire, nuque prise au bec,
il la tient impuissante, sein contre jabot.
comment chasser d’une main incertaine, transie,
la gloire plumeuse loin des cuisses ouvertes ?
comment le corps, couché dans cette nuée blanche,
ne peut-il sentir ce cœur étrange, là battant ?
un frémissement dans les reins engendre ainsi
le mur brisé, le toit et la tour incendiés,
la mort d’agamemnon.
prise au vol,
dominée par la violence du sang aérien,
subit-elle son savoir avec sa puissance
avant qu’un bec indifférent la laissât choir ?","un coup soudain : les grandes ailes battant encore
Au-dessus de la jeune fille étonnante, ses hanches s'écoutaient
par les filets noirs, son nape capturée dans sa facture,
il tient son sein insuffisant sur son sein.
comment ces doigts vagues et terrifiés peuvent-ils pousser
la gloire perfurée de ses hanches qui s'écoulent?
et comment peut le corps, mis dans cette ruée blanche,
mais sentir le coeur étrange battre là où il se trouve?
Il y a un tremblement dans les pattes.
le mur brûlé, le toit et le toit brûlant
et Agamemnon mort.
d'être si pris en charge,
si le sang brut de l'air le maîtrise,
a-t-elle mis sur son savoir avec son pouvoir
avant que le bec indifférent ne la laisse tomber?",en_XX,fr_XX
"a sudden blow: the great wings beating still
above the staggering girl, her thighs caressed
by the dark webs, her nape caught in his bill,
he holds her helpless breast upon his breast.
how can those terrified vague fingers push
the feathered glory from her loosening thighs ?
and how can body, laid in that white rush,
but feel the strange heart beating where it lies ?
a shudder in the loins engenders there
the broken wall, the burning roof and tower
and agamemnon dead.
being so caught up,
so mastered by the brute blood of the air,
did she put on his knowledge with his power
before the indifferent beak could let her drop?","le heurt d’un vent. de grandes ailes battent
encore, sur la fille chancelante, dont les cuisses
sont pressées par les palmes noires, dont la nuque
est captive du bec. et sa poitrine
sous sa poitrine à lui est sans recours.
comment ces vagues doigts terrifiés pourraient-ils
des cuisses faiblissant repousser tant de gloire ?
comment un corps, sous cette ruée blanche,
ne sentirait-il pas battre l’étrange cœur ?
un frisson dans les reins engendre là
le mur brisé, la tour et la voûte qui brûlent
et agamemnon mort.
elle emportée,
elle écrasée par le sang brut de l’air,
prit-elle au moins sa science avec sa force
avant qu’indifférent le bec l’eût laissé choir ?","un coup soudain : les grandes ailes battant encore
Au-dessus de la jeune fille étonnante, ses hanches s'écoutaient
par les filets noirs, son nape capturée dans sa facture,
il tient son sein insuffisant sur son sein.
comment ces doigts vagues et terrifiés peuvent-ils pousser
la gloire perfurée de ses hanches qui s'écoulent?
et comment peut le corps, mis dans cette ruée blanche,
mais sentir le coeur étrange battre là où il se trouve?
Il y a un tremblement dans les pattes.
le mur brûlé, le toit et le toit brûlant
et Agamemnon mort.
d'être si pris en charge,
si le sang brut de l'air le maîtrise,
a-t-elle mis sur son savoir avec son pouvoir
avant que le bec indifférent ne la laisse tomber?",en_XX,fr_XX
"a sudden blow: the great wings beating still
above the staggering girl, her thighs caressed
by the dark webs, her nape caught in his bill,
he holds her helpless breast upon his breast.
how can those terrified vague fingers push
the feathered glory from her loosening thighs ?
and how can body, laid in that white rush,
but feel the strange heart beating where it lies ?
a shudder in the loins engenders there
the broken wall, the burning roof and tower
and agamemnon dead.
being so caught up,
so mastered by the brute blood of the air,
did she put on his knowledge with his power
before the indifferent beak could let her drop?","brutal assaut : les grande ailes encore frémissantes
sur la vierge qui chancelle, les cuisses caressées
par les sombres palmes, le cou saisi par son bec,
il tient sur sa poitrine sa poitrine sans défense.
comment ces doigts terrifiés et perdus pourraient-ils
repousser de ses cuisses qui s’écartent cette gloire emplumée ?
et comment pourrait le corps, couché dans ce flot de blancheur,
ne pas sentir battre, sur sa couche, ce cœur étranger ?
un frisson au creux des reins y dépose en germe
la chute des murailles, les flammes de la tour
et la mort d’agamemnon.
ainsi prisonnière,
ainsi maîtrisée par ce sang brutal venu des airs,
a-t-elle reçu de lui avec sa puissance son savoir
avant d’être lâchée par le bec indifférent ?","un coup soudain : les grandes ailes battant encore
Au-dessus de la jeune fille étonnante, ses hanches s'écoutaient
par les filets noirs, son nape capturée dans sa facture,
il tient son sein insuffisant sur son sein.
comment ces doigts vagues et terrifiés peuvent-ils pousser
la gloire perfurée de ses hanches qui s'écoulent?
et comment peut le corps, mis dans cette ruée blanche,
mais sentir le coeur étrange battre là où il se trouve?
Il y a un tremblement dans les pattes.
le mur brûlé, le toit et le toit brûlant
et Agamemnon mort.
d'être si pris en charge,
si le sang brut de l'air le maîtrise,
a-t-elle mis sur son savoir avec son pouvoir
avant que le bec indifférent ne la laisse tomber?",en_XX,fr_XX
"a sudden blow: the great wings beating still
above the staggering girl, her thighs caressed
by the dark webs, her nape caught in his bill,
he holds her helpless breast upon his breast.
how can those terrified vague fingers push
the feathered glory from her loosening thighs ?
and how can body, laid in that white rush,
but feel the strange heart beating where it lies ?
a shudder in the loins engenders there
the broken wall, the burning roof and tower
and agamemnon dead.
being so caught up,
so mastered by the brute blood of the air,
did she put on his knowledge with his power
before the indifferent beak could let her drop?","un coup soudain : un grand battement d’ailes
au-dessus de léda ; lui caressant les cuisses
entre ses pieds palmés, la nuque dans son bec,
impuissante il la tient, le sein contre sa gorge.
comment ces doigts perdus pourraient-ils repousser
la splendeur de l’oiseau de ces cuisses vaincues ?
comment ce corps peut-il, en la blancheur fougueuse,
ne pas sentir ce cœur étrange contre lui ?
un frisson de ses reins engendre ici
la brèche dans le mur, la flamme dans le toit,
la mort d’agamemnon.
de la sorte saisie,
domptée ainsi par le sang brut des airs,
est-ce qu’elle assuma son savoir et sa force
avant qu’indifférent le bec ne la lâchât ?","un coup soudain : les grandes ailes battant encore
Au-dessus de la jeune fille étonnante, ses hanches s'écoutaient
par les filets noirs, son nape capturée dans sa facture,
il tient son sein insuffisant sur son sein.
comment ces doigts vagues et terrifiés peuvent-ils pousser
la gloire perfurée de ses hanches qui s'écoulent?
et comment peut le corps, mis dans cette ruée blanche,
mais sentir le coeur étrange battre là où il se trouve?
Il y a un tremblement dans les pattes.
le mur brûlé, le toit et le toit brûlant
et Agamemnon mort.
d'être si pris en charge,
si le sang brut de l'air le maîtrise,
a-t-elle mis sur son savoir avec son pouvoir
avant que le bec indifférent ne la laisse tomber?",en_XX,fr_XX
"the fountains mingle with the river,
and the rivers with the ocean;
the winds of heaven mix for ever,
with a sweet emotion;
nothing in the world is single;
all things by a law divine
in one another’s being mingle: —
why not i with thine?
see, the mountains kiss high heaven
and the waves clasp one another;
no sister flower would be forgiven
if it disdain’d its brother:
and the sunlight clasps the earth,
and the moonbeams kiss the sea: —
what is all this sweet work worth,
if thou kiss not me?","l’eau vive coule à la rivière,
et les rivières à l’océan ;
les vents des cieux pour toujours de concert
soufflent d’un même sentiment ;
rien n’est seul en ce monde ;
toutes choses par loi de dieu
l’une dans l’autre abonde : —
dis, pourquoi pas nous deux ?
vois, les monts tendent les lèvres au ciel
et les vagues se perdent dans l’étreinte ;
impardonnable, la fleur fraternelle
qui causerait à sa sœur une plainte :
et le soleil étreint la terre,
le rayon de lune embrasse les flots : —
à quoi bon toutes ces tâches légères,
si ton baiser ne m’ôte pas les mots ?","Les fontaines se mélangent avec le fleuve,
et les rivières avec l'océan,
Les vents du ciel se mélangent pour toujours,
avec une émotion douce;
Rien dans le monde n'est unique;
toutes les choses par une loi divine
en se mélangeant les uns avec les autres : —
pourquoi pas moi avec toi?
voyez, les montagnes baignent le haut ciel
et les ondes se classent les uns sur les autres;
Aucune fleur-soeur ne sera pardonnée.
Si elle méconnaissait son frère,
et la lumière du soleil classe la terre,
et les rayons de la Lune baignent la mer : —
qu'est-ce que tout ce bon travail vaut?
Si tu ne m'aimes pas?",en_XX,fr_XX
"the fountains mingle with the river,
and the rivers with the ocean;
the winds of heaven mix for ever,
with a sweet emotion;
nothing in the world is single;
all things by a law divine
in one another’s being mingle: —
why not i with thine?
see, the mountains kiss high heaven
and the waves clasp one another;
no sister flower would be forgiven
if it disdain’d its brother:
and the sunlight clasps the earth,
and the moonbeams kiss the sea: —
what is all this sweet work worth,
if thou kiss not me?","l’eau des fontaines se mêle à la rivière
et les rivières à l’océan ;
les vents célestes s’enchevêtrent sans fin
dans une même tendresse ;
au monde rien n’est seul ;
la loi divine veut que toutes choses
se mêlent les unes aux autres :
— pourquoi pas toi et moi ?
regarde, les montagnes portent leur baiser loin vers le ciel
et les vagues s’enlacent toutes ensemble ;
nulle sœur florale ne serait pardonnée
pour avoir dédaigné son frère :
et la lumière du soleil embrasse la terre,
et le rayon de lune baise la mer :
— que vaut donc tout ce tendre labeur,
si tu ne m’embrasses pas ?","Les fontaines se mélangent avec le fleuve,
et les rivières avec l'océan,
Les vents du ciel se mélangent pour toujours,
avec une émotion douce;
Rien dans le monde n'est unique;
toutes les choses par une loi divine
en se mélangeant les uns avec les autres : —
pourquoi pas moi avec toi?
voyez, les montagnes baignent le haut ciel
et les ondes se classent les uns sur les autres;
Aucune fleur-soeur ne sera pardonnée.
Si elle méconnaissait son frère,
et la lumière du soleil classe la terre,
et les rayons de la Lune baignent la mer : —
qu'est-ce que tout ce bon travail vaut?
Si tu ne m'aimes pas?",en_XX,fr_XX
