original_poem,translated_poem,translated_by_marian,src_lang,tgt_lang
"canção do exílio
minha terra tem palmeiras,
onde canta o sabiá;
as aves, que aqui gorjeiam,
não gorjeiam como lá.
nosso céu tem mais estrelas,
nossas várzeas têm mais flores,
nossos bosques têm mais vida,
nossa vida mais amores.
em cismar, sozinho, à noite,
mais prazer encontro eu lá;
minha terra tem palmeiras,
onde canta o sabiá.
minha terra tem primores,
que tais não encontro eu cá;
em cismar, sozinho, à noite,
mais prazer encontro eu lá;
minha terra tem palmeiras,
onde canta o sabiá.
não permita deus que eu morra,
sem que eu volte para lá;
sem que desfrute os primores
que não encontro por cá;
sem qu´inda aviste as palmeiras,
onde canta o sabiá.","chanson de l'exil
mon pays a des palmiers,
où chante le sabiá;
les oiseaux, qui chantent ici,
ne chantent pas comme là-bas.
notre ciel a plus d’étoiles,
nos vallées ont plus de fleurs,
nos forêts ont plus de vie,
notre vie a plus d’amours.
en songeant, tout seul, la nuit,
plus de plaisir j’y trouve là-bas;
mon pays a des palmiers,
où chante le sabiá.
mon pays a des beautés,
telles que je ne trouve pas ici;
en songeant, tout seul, la nuit,
plus de plaisir j’y trouve là-bas;
mon pays a des palmiers,
où chante le sabiá.
que dieu ne me laisse pas mourir,
sans que je retourne là-bas;
sans que j’accède aux beautés
que je ne trouve pas ici;
sans que je revois les palmiers,
où chante le sabiá.","· Chant de l'exil
Ma terre a des palmiers,
où le sabia chante,
les oiseaux, qui ici gorgent,
Ils ne donnent pas de pourboires comme ils le font là-bas.
Notre ciel a plus d'étoiles,
Nos gousses ont plus de fleurs,
nos forêts ont plus de vie,
notre vie plus d'amours.
dans le schisme, seul, la nuit,
Plus de plaisir que je rencontre là-bas;
Ma terre a des palmiers,
où le sabiá chante.
Ma terre a des soufres,
que je ne trouve pas ici;
dans le schisme, seul, la nuit,
Plus de plaisir que je rencontre là-bas;
Ma terre a des palmiers,
où le sabiá chante.
Dieu m'interdit de mourir,
sans que je retourne là-bas;
sans profiter des primordiaux
Je ne le trouve pas par ici.
sans voir les palmiers,
où le sabiá chante.",pt,fr
"ah! marília, que tormento
não tens de sentir saudosa!
não podem ver os teus olhos
a campina deleitosa,
nem a tua mesma aldeia,
que tiranos não proponham
à inda inquieta ideia
uma imagem de aflição.
mandarás aos surdos deuses
novos suspiros em vão... (bis) /
//
quando à janela saíres,
sem quereres, descuidada,
tue verás marília, a minha
a minha pobre morada.
tu dirás estão contigo :
ali dirceu esperava
para me levar consigo ;
e ali sofreu a prisão.
mandarás aos surdos deuses
novos suspiros em vão. (bis)
numa masmorra metido,
eu não vejo imagens destas,
imagens, que são por certo
a quem adora funestas.
mas se existem separadas
dos inchados, roxos olhos,
estão, que é mais, retratadas
no fundo do coração.
também mando aos surdos deuses
tristes suspiros em vão. (bis)
//
os mares, minha bela, não se movem;
o brando norte assopra, nem diviso
uma nuvem sequer na esfera toda;
o destro nauta aqui não é preciso;
eu só conduzo a nau, eu só modero
do seu governo a roda
o brando norte assopra, nem diviso
uma nuvem sequer na esfera toda;
o destro nauta aqui não é preciso;
eu só conduzo a nau, eu só modero
do seu governo a roda./
mas ouço já de amor as sábias vozes:
ele me diz que sofra, senão morro:
e perco, então, se morro, uns doces laços.
não quero já, marília, mais socorro;
oh! ditoso sofrer, que lucrar pode
a glória dos teus braços!","oh! marília, qu’elle tourment
tu ne dois sentir nostalgique!
tes yeux ne peuvent voir
la prairie idyllique,
pas même ton propre village.
que les tyrans ne suggèrent
à l’idée seulement troublée
une vision de calamité.
tu enverrais à des dieux sourds
de nouveaux et vains soupirs ... /
//
lorsque que tu seras à la fenêtre,
sans le vouloir, sans trop penser,
tu veras marilia, la mienne
la mienne ma pauvre maison.
tu dirá en toi-même :
c’est là que dirceu attendait
pour avec lui m’emmener ;
et là il souffrit la prison
tu enverras aux dieux sourds
des nouveaux et vains soupirs. (bis)
dans un cachot relégué,
je ne vois pas ces images,
images qui, sans doute, sembleraient
à celui qui aime, funestes.
mais s'il en existe, éloignées
des yeux gonflés et noircis,
elles seront, qui plus est,
au fond du coeur représentées.
moi aussi j’enverrai aux dieux sourds
de tristes et vains soupirs... /
//
ma belle, les océans ne s’agitent pas;
doux le souffle du nord, et je ne devine
même pas un nuage dans tout la sphère;
ici l’habile marin n’est point requis;
je ne fais que guider le navire, dont je modère
la roue de l’orientation.
doux le souffle du nord, et je ne devine
même pas un nuage dans tout la sphère;
ici l’habile marin n’est point requis;
je ne fais que guider le navire, dont je modère
la roue de l’orientation./
mais j'entends déjà de l’amour les voix averties:
il me dit ou de souffrir ou de mourir:
et si je meurs, je perds alors des liens exquis.
marilia, encore de l’aide je n’en veux pas;
oh! heureuse souffrance, bienfait que peut avoir
la gloire de tes bras!","Marie, quel châtiment!
Vous n'avez pas besoin de vous sentir courageux!
Ils ne voient pas tes yeux.
la campagne délicieuse,
ni votre propre village,
que les tyrans ne proposent pas
à l'idée inachevée de l'inda
une image de détresse.
Vous allez envoyer aux dieux sourds
nouveaux soupirs en vain... (bis) /
//
Quand tu pars à la fenêtre,
involontairement, négligent,
Vous verrez, vous verrez, ma Marilia.
Ma pauvre adresse.
Vous direz qu'ils sont avec vous :
Le voilà qui attendait.
de m'emmener avec toi;
Et là, il a souffert de prison.
Vous allez envoyer aux dieux sourds
nouveaux soupirs en vain. (bis)
dans un donjon,
Je ne vois aucune image de ça,
images, qui sont certainement
Qui aime le mal.
mais s'il y a séparation
des yeux enflés, pourpre,
sont, ce qui est plus, dépeint
au fond du cœur.
Je commande aussi aux dieux sourds
soupirs tristes en vain. (bis)
//
Les mers, ma belle, ne bougent pas;
les souffles doux du nord, non divisés
un nuage même dans toute la sphère;
la nauta droite ici n'est pas nécessaire;
Je conduis juste le vaisseau, je suis juste modéré.
de votre gouvernement la roue
les souffles doux du nord, non divisés
un nuage même dans toute la sphère;
la nauta droite ici n'est pas nécessaire;
Je conduis juste le vaisseau, je suis juste modéré.
de votre gouvernement à la roue.
Mais j'entends déjà d'amour les voix sages:
Il me dit de souffrir, ou je meurs :
Et je perds, alors, si je meurs, quelques jolies cravates.
Je ne veux plus d'aide, Marilia.
Oh, idiot de souffrir, quel profit pouvez-vous faire?
La gloire de vos bras!",pt,fr
"o viandante
trago notícias da fome
que corre nos campos tristes:
soltou-se a fúria do vento
et tu, miséria, persistes.
tristes notícias vos dou:
caíram espigas da haste,
foi-se o galope do vento
e tu, miséria, ficaste.
foi-se a noite, foi-se o dia,
fugiu a cor às estrelas:
e, estrela nos campos tristes,,
só tu , miséria, nos velas.","l’ itinérant
j’apporte des nouvelles de la faim
qui parcourt les champs tristes:
la furie du vent s’est déchaînée
mais toi, la misère, tu persistes.
tristes nouvelles que je vous donne:
de la tige tombèrent les épis,
le galop du vent s’en est allé
mais toi, la misère, tu es restée.
le nuit a fui, le jour a fui,
des étoiles la couleur s’est sauvée:
mais, étoile dans les champs tristes,
toi seule, la misère, tu nous assistes.","- Je suis désolé.
J'apporte des nouvelles de la famine
qui court dans les champs tristes:
La fureur du vent s'est détachée
Et toi, la misère, persiste.
Une triste nouvelle que je vous donne :
Des araignées sont tombées de la tige,
était le galop du vent
Et toi, la misère, tu es restée.
C'était la nuit, c'était le jour,
La couleur s'est échappée aux étoiles:
et, étoile dans les champs tristes,
Juste toi, la misère, dans les bougies.",pt,fr
"o segredo dos pássaros
o coração conhece o segredo dos pássaros,
a ânsia de horizontes para além do horizonte.
o segredo dos pássaros é uma centelha
de luz rebuscando a simplicidade duma vida
imagens móveis que alargam o nosso chão,
apenas em memórias difusas de exiguidade
e fantasmas de veludo passando mãos inertes
sobre o nosso rosto.
ou labaredas azuis duma tarde quente
e o fio dum arco-íris
em suas cores de transparência e frio.
o coração conhece o segredo dos pássaros
e o seu degredo.
e eu apenas recomeço os trabalhos
da simplicidade da minha vida
e reconheço a sua exiguidade
guiada por horizontes de bruma.","le secret des oiseaux
le cœur connaît le secret des oiseaux,
le désir d'horizons au-delà de l'horizon.
le secret des oiseaux est une étincelle
de lumière qui recherche la simplicité d'une vie.
images en mouvement qui agrandissent notre sol,
dans les seules mémoires diffuses d’exiguïté
et fantômes de velours passant des mains inertes
sur notre visage.
ou les flammes bleues d'un après-midi échaudé
et la ligne d'un arc-en-ciel
en ses couleurs de transparence glacée.
le cœur connaît le secret des oiseaux
et leur banissement.
et je ne fais que recommencer les travaux
de la simplicité de ma vie
dont je reconnais l’exiguïté
accompagnée par des horizons de brume.","Le secret des oiseaux
le cœur connaît le secret des oiseaux,
l'anxiété des horizons au-delà de l'horizon.
le secret des oiseaux est une étincelle
de lumière à la recherche de la simplicité d'une vie
des images mobiles qui prolongent notre plancher,
seulement dans des mémoires diffuses d'exiguïté
et des fantômes de velours passant des mains inertes
à propos de notre visage.
ou des lèvres bleues d'un après-midi chaud
et le fil d'un arc-en-ciel
dans leurs couleurs de transparence et de froid.
le cœur connaît le secret des oiseaux
et son degré.
Et je retourne au travail.
de la simplicité de ma vie
et je reconnais sa douceur
guidé par des horizons de brouillard.",pt,fr
"alma minha gentil, que te partiste
alma minha gentil, que te partiste
tão cedo desta vida descontente,
repousa lá no céu eternamente,
e viva eu cá na terra sempre triste.
se lá no assento etéreo, onde subiste,
memória desta vida se consente,
não te esqueças daquele amor ardente
que já nos olhos meus tão puro viste.
e se vires que pode merecer-te
alguma cousa a dor que me ficou
da mágoa, sem remédio, de perder-te,
roga a deus, que teus anos encurtou,
que tão cedo de cá me leve a ver-te,
quão cedo de meus olhos te levou.","ma douce mie, si tôt partie
ma douce mie, de cette vie
si tôt partie, mécontente,
qu’au ciel tu reposes éternellement,
et que sur terre je vive toujours triste.
si dans le cadre céleste, où tu est montée,
les souvenirs de cette vie sont permis,
n’oublie pas cet amour ardent et si pur
que déjà dans mes yeux tu voyais.
et si tu vois qu’un quelconque bien
peut te servir la douleur qui m’est restée
de la souffrance, sans remède, de t’avoir perdue,
prie dieu, que ta vie a écourtée,
pour que vite il m’emporte pour te revoir,
aussi vite que loin de mes yeux il t’a emportée.","♪ Mon âme douce, que tu aies rompu ♪
Mon âme douce, que tu as quittée
si tôt de cette vie mécontente,
demeure dans le ciel pour toujours,
Et je vis ici sur terre toujours triste.
si dans le siège éthéré, où tu es monté,
la mémoire de cette vie consent,
N'oublie pas cet amour brûlant
que tu as déjà vu dans mes yeux si pur.
Et si vous voyez que ça peut vous mériter
Quelque chose à propos de la douleur que j'ai eue.
la douleur, pas de remède, de vous perdre,
prie Dieu, que tes années se soient raccourcies,
C'est si vite que je vais te voir,
À quel point mes yeux t'ont pris tôt.",pt,fr
"hosanna!
junquem de flores o chão do velho mundo:
vem o futuro aí!
desejado por todos os poetas
e profetas
da vida
deixou a sua ermida
e meteu-se a caminho.
ninguém ainda o viu, mas é belo.
é o futuro...
ponham mais rosmaninho
em cada rua,
em cada porta,
em cada muro,
e tenham confiança nos milagres
desse messias que renova o tempo.
o passado passou.
o presente agoniza.
cubram de flores a única verdade
que se eterniza!","hosanna!
jonchez de fleurs le sol du vieux monde:
l'avenir se profile!
désiré par tous les poètes
et tous les prophètes
de la vie
il a laissé son refuge
et s'est mis en route.
personne ne l'a encore vu, mais il est beau.
il est l'avenir...
mettez plus de romarin
dans chaque rue,
sur chaque porte,
dans chaque mur,
et ayez confiance dans les miracles
de ce messie qui renouvelle le temps.
le passé est passé.
le présent agonise.
recouvrez de fleurs la seule vérité
celle qui s'éternise !","- Hosanna!
junquem de fleurs le sol du vieux monde:
L'avenir approche!
désirés par tous les poètes
et les prophètes
de vie
a quitté son ermitage
Et il s'est mis en route.
Personne ne l'a encore vu, mais il est beau.
C'est le futur...
mettre plus de romarin
dans toutes les rues,
à chaque porte,
sur chaque mur,
et avoir confiance dans les miracles
de ce messie qui renouvelle le temps.
Le passé est passé.
le présent agonise.
couvrir la seule vérité avec des fleurs
C'est éternel!",pt,fr
"motivo
eu canto porque o instante existe
e a minha vida está completa.
não sou alegre nem sou triste:
sou poeta.
irmão das coisas fugidias,
não sinto gozo nem tormento.
atravesso noites e dias
no vento.
se desmorono ou se edifico,
se permaneço ou me desfaço,
- não sei, não sei. não sei se fico
ou passo.
sei que canto. e a canção é tudo.
tem sangue eterno a asa ritmada.
e um dia sei que estarei mudo:
- mais nada.","le motif
je chante parce que l’instant existe
et que ma vie est complète.
je ne suis ni gaie ni je suis triste:
je suis poète.
ami des choses éphemères,
je ne ressens ni la joie ni le tourment.
je traverse les nuits et les jours
de par le vent.
si j’écroule ou si j’édifie,
si je dure ou si je me démolis,
- je ne sais , je ne sais. je ne sais pas si je reste
ou si je m’en vais.
je sais que je chante. et la chanson est tout.
elle a le sang éternel l’aile rythmée.
et un jour je sais que je serai muet:
- rien de plus.","- Je ne sais pas.
Je chante parce que l'instant existe
et ma vie est complète.
Je ne suis pas heureuse et je ne suis pas triste.
Je suis poète.
frère des choses s'est échappé,
Je ne ressens ni joie ni tourment.
Je passe par les nuits et les jours
dans le vent.
s'ils s'effondrent ou se construisent,
si je reste ou si je romps,
- Je ne sais pas, je ne sais pas.
ou pas.
Je sais que je chante, et la chanson est tout.
Il y a du sang éternel dans l'aile du rythme.
Et un jour, je sais que je serai stupide.
- Rien d'autre.",pt,fr
"descalça vai para a fonte
descalça vai para a fonte
leonor, pela verdura;
vai formosa, e não segura.
leva na cabeça o pote,
o testo nas mãos de prata,
cinta de fina escarlata,
sainho de chamalote;
traz a vasquinha de cote,
mais branca que a neve pura.
vai formosa e não segura.
descobre a touca a garganta,
cabelos de ouro entrançado
fita de cor de encarnado,
tão linda que o mundo espanta.
chove nela graça tanta,
que dá graça à formosura.
vai formosa e não segura.","pieds nus elle va a la source
pieds nus elle va à la source
leonor, par la verdure;
elle va belle, mais pas sûre d'elle.
sur la tête elle porte la cruche,
le couvercle dans ses mains d'argent,
ceinture de fine escarlate,
petite veste de laine;
elle porte la jupe plissée,
plus blanche que la neige pure.
elle va belle mais pas sûre d'elle.
la gorge par le bonnet dévoilée,
les cheveux en or tressés,
ruban de couleur vermeil,
si belle que le monde s'émerveille.
sur elle tant de grâce se déverse,
que gagne en charme la beauté.
elle va belle mais pas sûre d'elle.","Unshoe va à la fontaine
pieds nus va à la fontaine
leonor, par légumes;
C'est magnifique, et ce n'est pas sûr.
Il a le pot dans la tête,
le texte entre les mains de l'argent,
bande écarlate fine,
Chaméléon choucroute;
Amène le petit bol.
Plus blanc que la neige pure.
C'est magnifique et ce n'est pas sûr.
Trouvez la casquette dans la gorge,
cheveux dorés tressés
Bande de couleur incarnée,
Tellement beau que le monde est stupéfiant.
Il pleut tellement dans sa grâce,
Ça donne grâce à la beauté.
C'est magnifique et ce n'est pas sûr.",pt,fr
"natal à beira-rio
é o braço do abeto a bater na vidraça?
e o ponteiro pequeno a caminho da meta!
cala-te, vento velho! é o natal que passa,
a trazer-me da água a infância ressurrecta.
da casa onde nasci via-se perto o rio.
tão novos os meus pais, tão novos no passado!
e o menino nascia a bordo de um navio
que ficava, no cais, à noite iluminado...
.
ó noite de natal, que travo a maresia!
depois fui não sei quem que se perdeu na terra.
e quanto mais na terra a terra me envolvia
mais da terra fazia o norte de quem erra.
.
vem tu, poesia, vem, agora conduzir-me
à beira desse cais onde jesus nascia...
serei dos que afinal, errando em terra firme,
precisam de jesus, de mar, ou de poesia!","noël en bord de rivière
est-ce le bras du sapin qui frappe à la fenêtre?
et la petite aiguille qui court vers sa destinée!
tais-toi, vieux vent! c’est noël qui passe,
qui de l’eau m’apporte l’enfance ressuscitée.
de la maison où je suis né on voyait le fleuve.
si jeunes mes parents, si jeunes dans le passé!
et l’enfant jesus naissait à bord d’un navire
qui était sur le quai, la nuit, illuminé...
oh nuit de noël, quelle odeur de marée!
aprés, je ne sais plus qui j’étais perdu sur la terre.
et plus sur terre la terre m’enveloppait
plus la terre devenait le nord de celui qui errait.
viens, poésie, viens, maintenant me conduire
sur le bord de ce quai où jesus naissait..
serais-je après tout, de ceux qui errant sur la terre ferme,
de jésus, de la mer, ou de la poésie, sentent la necessité!","- Noël au bord de la rivière
C'est le bras de l'épinette qui frappe la fenêtre?
et le petit pointeur sur le chemin de la ligne d'arrivée!
C'est Noël qui passe,
Me ramener de l'eau de l'enfance de la résurrection.
De la maison où je suis né, j'ai vu la rivière à proximité.
si jeune mes parents, si jeune dans le passé!
et le garçon est né à bord d'un navire
qui sont restés, à la jetée, à la lumière de la nuit...
- Non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non.
Oh, la nuit de Noël, je suis en train de bousculer la marée!
Je ne sais pas qui s'est perdu sur terre.
Et plus la terre m'impliquait
plus de la terre a fait le nord du mauvais homme.
- Non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non.
Allez, la poésie, allez, allez, dirigez-moi
Sur le bord de cette jetée où Jésus est né...
Je serai de ceux qui, après tout, errent dans une terre ferme,
Ils ont besoin de Jésus, de la mer ou de la poésie!",pt,fr
"língua portuguesa
última flor do lácio, inculta e bela,
és, a um tempo, esplendor e sepultura:
ouro nativo, que na ganga impura
a bruta mina entre os cascalhos vela...
amo-te assim, desconhecida e obscura.
tuba de alto clangor, lira singela,
que tens o trom e o silvo da procela,
e o arrolo da saudade e da ternura!
amo o teu viço agreste e o teu aroma
de virgens selvas e de oceano largo!
amo-te, ó rude e doloroso idioma,
em que da voz materna ouvi: meu filho!,
e em que camões chorou, no exílio amargo,
o génio sem ventura e o amor sem brilho!","la langue portugaise
dernière fleur de latium, inculte et belle,
tu es, en même temps, splendeur et sépulture:
or natif, qui dans la gangue impure
la mine brute entre les graviers surveille...
je t'aime ainsi, inexplorée et obscure.
clairon de grande clameur, lyre alanguie,
qui grondes et siffles telle la tempête,
et chantes pleine de nostalgie et de tendresse!
j'aime ta vigueur agreste et ta fragrance
de forêts vierges et de vaste océan!
je t'aime, oh langage rude et lancinant,
par lequel de la voix maternelle j'ai entendu mon fils!,
et dans lequel camões a pleuré, dans un exil affligeant,
le génie sans fortune et l’amour éteint!","Langue portugaise
la dernière fleur du latium, non cultivée et belle,
vous êtes, à un moment, une splendeur et une tombe:
or natif, qui dans le marché impur
la mine rugueuse entre les graviers de voile...
Je t'aime comme ça, inconnu et obscur.
Tube à haute clange, simple lira,
que tu as la corne et la corne des procélas,
et le rouleau de désir et de tendresse!
J'adore ton dur vice et ton parfum.
des vierges sauvages et du large océan!
Je t'aime, Ô langue dure et douloureuse,
J'entendis de la voix de la mère: mon fils!
Et dans les camions où il pleurait, dans l'exil amer,
Le génie insoupçonné et l'amour sans paillettes!",pt,fr
"porque nasci ao pé de quatro montes,
por onde as águas passam a cantar
as canções dos moinhos e das pontes
ensinarem-me as águas a falar…
eu sei a vossa língua, água das fontes…
podeis falar comigo, águas do mar…
e ouço à tarde, os longínquos horizontes,
chorar uma saudade singular…
e porque entendo bem aquelas mágoas,
e compreendo os íntimos segredos
da voz do mar ou do rochedo mudo,
sinto-me irmão da luz, do ar, das águas,
sinto-me irmão dos íngremes penedos,
sinto que sou deus, pois deus é tudo...","parce que je suis né entouré de quatre monts,
par où les eaux coulent en chantant
les chansons des moulins et des ponts,
les eaux m’ont appris à parler…
je connais votre langage, eau des sources…
vous pouvex me parler, eaux de l’océan…
et le soir j’entends, les lointains horizons,
qui pleurent avec une singulière nostalgie...
et parce que je comprends bien cette agonie,
et que je comprends les secrets intimes
des voix de la mer ou du rocher muet,
je suis le frère de la lumière, de l’air et de l’eau,
je suis le frère des abruptes rochers,
je sens que je suis dieu, car dieu est le monde entier...","Parce que je suis né au pied de quatre montagnes,
Où les eaux commencent à chanter
les chants des moulins et des ponts
apprends-moi les eaux à parler...
Je connais votre langue, l'eau des fontaines...
Tu peux me parler, l'eau de mer...
et j'entends l'après-midi, les horizons lointains,
Pleurer une singulière miss...
Et parce que je comprends bien ces chagrins,
Et je comprends les secrets intimes
de la voix de la mer ou du rocher muet,
Je me sens comme un frère de lumière, d'air, d'eau,
Je me sens frère des pénis escarpés,
J'ai l'impression d'être Dieu, parce que Dieu est tout...",pt,fr
"acordai! acordai! homens que dormis a embalar a dôr dos silêncios vís! vinde no clamor das almas virís, arrancar a flor que dorme na raíz! acordai! raios e tufões que dormís no ar e nas muitidões! vinde incendiar de astros e canções as pedras e o mar o mundo e os corações! acordai! acendei de almas e de sóis, este mar sem cais nem luz de faróis! acordai depois das lutas finais os nossos heróis que dormem nos covais! acordai!","réveillez-vous! réveillez-vous! hommes qui dormez et qui bercez la souffrance des silences vils! venez avec la huée des coeurs virils arracher la fleur qui dort profondément! réveillez-vous! éclairs et ouragans qui dormez dans l’air et parmi les foules! venez incendier d’astres et de chansons les pierres et l’océan le monde et les coeurs! réveillez allumez d’âmes et de soleils, cette mer sans quai ni lumière de phares! réveillez après des luttes finales nos héros qui dorment dans les trouées! réveillez-vous!","Réveillez-vous! Réveillez-vous! Des hommes qui dorment pour empaqueter la douleur des silences visibles! venez dans le cri des âmes viriles, arrachez la fleur qui dort à la racine! réveillez-vous! rayons et typhons qui dorment dans les airs et dans la foule! venez brûler des étoiles et chantez les pierres et la mer le monde et les cœurs! réveillez-vous! s'illuminez! cette mer sans tourbillons et lumières! réveillez-vous après les combats finaux nos héros qui dorment dans les grottes! réveillez-vous!",pt,fr
"dece do céu imenso, deus benino
dece do céu imenso, deus benino,
para encarnar na virgem soberana.
porque dece divino em cousa humana?
para subir o humano a ser divino.
pois como vem tão pobre e tão minino,
rendendo-se ao poder da mão tirana?
porque vem receber morte inumana
para pagar de adão o desatino.
pois como? adão e eva o fruto comem
que por seu próprio deus lhe foi vedado?
si, por que o próprio ser de deuses tomem.
e por essa razão foi humanado?
si. porque foi com causa decretado,
se o homem quis ser deus, que deus seja homem.","descend du ciel immense, dieu bon
descend du ciel immense, dieu bon
pour incarner la vierge souveraine.
pourquoi descend le divin dans la chose humaine?
pour que l’humain s’élève et devienne divin.
comment vient-il si pauvre et si enfant,
se livrant au pouvoir de la main tyrannique?
parce qu’il vient subir la mort inhumaine
pour d’adam racheter la folie.
mais comment? adam et eve ont mangé le fruit
qui, par leur propre dieu, leur avait été défendu?
si, pour que l'être même des dieux ils prennent.
et pour cette raison il a été fait homme?
si. parce avec cause il a été convenu que
l'homme voulant être un dieu, puisse dieu devenir un homme.","Décès de l'immense ciel, dieu bienveillance
du grand ciel, Dieu bienveillance,
pour s'incarner dans la vierge souveraine.
Pourquoi dites-vous divin dans les choses humaines?
pour élever l'homme à être divin.
Car puisqu'il est si pauvre et si petit,
Vous vous rendez au pouvoir de la main tyrannique?
parce qu'il vient recevoir une mort inhumaine
pour payer la fausse couche d'Adam.
Adam et Ève mangent les fruits.
Qui, par son propre dieu, lui a été interdit?
Oui, pourquoi l'être même des dieux le prend.
Et pour cette raison, a-t-il été humanisé?
Parce que c'était avec une cause décrétée,
Si l'homme voulait être un dieu, Dieu serait un homme.",pt,fr
"minh’alma, de sonhar-te, anda perdida
meus olhos andam cegos de te ver!
não és sequer a razão do meu viver,
pois que tu és já toda a minha vida!
não vejo nada assim enlouquecida...
passo no mundo, meu amor, a ler
no misterioso livro do teu ser
a mesma história tantas vezes lida!
tudo no mundo é frágil, tudo passa...
quando me dizem isto, toda a graça
duma boca divina fala em mim!
e, olhos postos em ti, digo de rastros
ah! podem voar mundos, morrer astros,
que tu és como deus: princípio e fim!...","mon âme, de rêver de toi, erre perdue
mes yeux deviennent aveugles de te voir!
tu n’es même pas la raison pour laquelle je vis,
car tu es déjà toute ma vie!
je ne vois plus rien ainsi, déjà égarée ...
je passe par le monde, mon amour, tout en lisant
le livre mystérieux de ton être
la même histoire si souvent relue!
tout dans le monde est fragile, tout passe ...
quand on me dit cela, toute la grâce
d’une bouche divine parle en moi!
et les yeux posés sur toi, je dis, prosternée
ah! les mondes peuvent s'envoler, les astres mourir,
car tu es comme dieu: le commencement et la fin ...","""Mon âme, pour rêver de toi, est perdue""
Mes yeux sont aveugles pour te voir!
Tu n'es même pas la raison pour laquelle je vis,
Parce que tu es toute ma vie!
Je ne vois rien d'aussi fou...
entrer dans le monde, mon amour, lire
dans le mystérieux livre de votre être
La même histoire lisait tant de fois!
Tout dans le monde est fragile, tout passe...
Quand ils me disent ça, toute la grâce
Une bouche divine parle de moi!
Et, les yeux placés sur toi, je dis des traces
Vous pouvez voler des mondes, mourir des étoiles,
que vous êtes comme Dieu: commencement et fin!...",pt,fr
"tu pedes-me a vida toda
poesia, não é verdade ?
toda a vida, toda a alma,
o sangue que em mim circula...
- mas não prometes, em troca,
nem um minuto de amor !
dei-te insónias dolorosas,
dei-te as horas mais intensas
do meu breve calendário.
e ao pé delas foram infímas
as secretas alegrias,
o orgulho (inconfessável)
que me deste...
a recompensa que escondes
em fugas de fêmea esquiva
(poesia, não é verdade?)
se não é póstuma, encerra
o amargo, o desumano,
o humilhante sabor
dum beijo dado por esmola.
contudo, ah! quantas vezes
assim mesmo sinto ânsias
de te dar
toda a vida, toda a alma,
o sangue que em mim circula...
- poesia, não é verdade ?","tu exiges de moi toute ma vie
n’est-ce pas, poésie ?
toute ma vie, toute mon âme,
le sang qui coule en moi...
- mais en retour, tu ne promets,
même pas une minute d’amour !
je t’ai donné mes douloureuses insomnies
je t’ai donné les heures les plus intenses
de mon bref calendrier.
et en comparaison ils sont infimes
les bonheurs secrets,
l’orgueil (inconfessé)
que tu m’as donnés...
la récompense que tu caches
en échappées de femelle effrayée
(n’est-ce pas, poésie ?)
quand elle n’est pas posthume, elle enferme
l’amère, l’inhumaine,
la saveur humillante
d’un baiser que l’on donne par charité.
cependant, oh! combien de fois
même ainsi je ressens l’envie
de te donner
toute ma vie, toute mon âme,
le sang qui coule en moi...
- poésie, n’est-ce pas ?","Tu me demandes depuis toujours.
C'est de la poésie, n'est-ce pas?
toute la vie, toute l'âme,
le sang qui circule en moi...
- mais tu ne promets pas, en retour,
Pas une minute d'amour!
Je t'ai donné une insomnie douloureuse,
Je t'ai donné les heures les plus intenses.
de mon bref calendrier.
et à leurs pieds étaient minuscules
les joies secrètes,
orgueil (invraisemblable)
que vous m'avez donné...
la récompense que tu caches
dans les évasions de la femelle dodgy
(poésie, n'est-ce pas?)
Si ce n'est pas posthume, fermez-le.
l'amer, l'inhumain,
le goût humiliant
Un baiser donné par l'aumône.
Cependant, ah! combien de fois
Alors je me sens anxieux.
pour vous donner
toute la vie, toute l'âme,
le sang qui circule en moi...
- de la poésie, n'est-ce pas?",pt,fr
