original_poem,translated_poem
"Now Lords and Ladies blithe and bold,
To bless you here now am I bound:
I thank you all a thousand-fold,
And Pray God save you whole and sound;
Wherever you go on grass or ground,
May he you guide that nought you grieve,
For friendship that I here have found
Against my will I take my leave.

For friendship and for favours good,
For meat and drink you heaped on me,
The Lord that raised was on the Rood
Now keep you comely company.
On sea or land where’er you be,
May he you guide that nought you grieve.
Such fair delight you laid on me
Against my will I take my leave.

Against my will although I wend,
I may not always tarry here;
For everything must have and end,
And even friends must part, I fear;
Be we beloved however dear
Out of this world death will us reave,
And when we brought are to our bier
Against our will we take our leave.

Now good day to you, goodmen all,
And good day to you, young and old,
And good day to you, great and small,
And gramercy a thousand-fold!
If ought there were that dear ye hold,
Full fain I would the deed achieve –
Now Christ you keep from sorrows cold
For now at last I take my leave.","Gentes dames et gais seigneurs,
Que votre bonté soit bénie :
Mille fois merci, de bon cœur,
Et Dieu vous prête longue vie,
Vous guide sur roche ou prairie,
Et vous garde d’être affligés ;
Ici n’ayant qu’âmes amies,
Contre mon gré, je prends congé.

Vous m’avez tant traité en roi,
Tant servi en viande et en vin,
Christ qui fut cloué sur la Croix
Vous soit un gracieux soutien,
Et quelque soit votre chemin,
Qu’il vous garde d’être affligés ;
Car vous m’avez comblé de biens,
Contre mon gré, je prends congé.

Il me faut cependant partir,
Je ne puis rester sur ces terres ;
Car toute chose doit finir,
Jusqu’aux amitiés les plus chères ;
Quoi que l’amour en nous espère
La mort viendra nous déloger ;
Quand donc nous serons mis en bière
À contre-gré, prenons congé.

Salutations, ô bonnes gens,
Salutations, hivers, verdeurs,
Salutations, petits et grands,
Mille mercis pour tant d’ardeur !
Mais qu’un dessein vous tienne à cœur,
Je reviendrai sans déroger –
Christ vous préserve du malheur,
Car à présent, je prends congé."
"I dwell in a lonely house I know
That vanished many a summer ago,
   And left no trace but the cellar walls,
   And a cellar in which the daylight falls
And the purple-stemmed wild raspberries grow.

O’er ruined fences the grape-vines shield
The woods come back to the mowing field;
   The orchard tree has grown one copse
   Of new wood and old where the woodpecker chops;
The footpath down to the well is healed.

I dwell with a strangely aching heart
In that vanished abode there far apart
   On that disused and forgotten road
   That has no dust-bath now for the toad.
Night comes; the black bats tumble and dart;

The whippoorwill is coming to shout
And hush and cluck and flutter about:
   I hear him begin far enough away
   Full many a time to say his say
Before he arrives to say it out.

It is under the small, dim, summer star.
I know not who these mute folk are
   Who share the unlit place with me—
   Those stones out under the low-limbed tree
Doubtless bear names that the mosses mar.

They are tireless folk, but slow and sad—
Though two, close-keeping, are lass and lad,—
   With none among them that ever sings,
   And yet, in view of how many things,
As sweet companions as might be had.","Je demeure dans une maison à l’écart
Qui disparut il y a bien des étés,
   Et dont rien ne reste hormis la cave,
   Où pénètre la lumière du jour
Et où poussent les framboises violettes.

Les clôtures détruites sont couvertes de vigne,
Les bois reviennent sur les champs qui connurent la faux ;
   De l’ancien arbre fruitier a grossi un taillis
   De branches neuves que frappe le grand pic ;
La plaie du sentier qui mène au puits s’est refermée.

Mon cœur languit étrangement, comme je demeure
Dans ce logis disparu qui se tient tout au bout
   De cette route oubliée, à l’abandon,
   Qui ne baigne plus le crapaud dans sa poussière.
La nuit tombe ; les chauves-souris voltigent et plongent ;

L’engoulevent arrive pour pousser son cri,
Se taire, claqueter, battre des ailes :
   Je l’entends de bien assez loin
   Qui souvent commence son discours
Avant même qu’il n’arrive pour le débiter.

C’est sous une petite et pâle étoile d’été.
Je ne sais qui sont ces muettes gens
   Qui partagent cet endroit sombre avec moi —
   Ces pierres qui gisent sous les basses frondaisons
Portent à n’en pas douter des noms mangés de mousse.

Ce sont gens inlassables, mais lents et tristes —
Deux pourtant, enlacés, sont jouvenceaux, —
   Dont jamais aucun ne chante,
   Mais qui, en pareilles circonstances,
Me sont la plus douce des compagnies."
"1.
The road was long and the road was hard
And the sky was cold and grey:
The dead white moon was a frozen shard
In the dim pale dawn of day:
But thief and harlot, king and guard—
Warrior, wizard, knave and bard —
Rode with me all the way.
2.
The wind was sharp as a whetted knife
As it blew from the wet salt seas:
The storm wind stirred to a ghostly life
The gaunt black skeletal trees:
But I drank the foaming wine of life—
Wine of plunder and lust and Strife
Down to the bitter lees.
3.
A boy, from the savage north I came
To cities of silk and sin:
With torch and steel, in blood and flame,
I won what a man may win:
Aye, gambled and won at the Devil’s game—
Splendor and glory and glittering fame—
And mocked at Death’s skull-grin.
4.
And there were foemen to fight and slay
And friends to love and trust:
And crowns to conquer and toss away
And lips to taste with lust:
And songs to keep black night at bay—
And wine to swill to the break of day—
What matter the end be dust?
5.
I’ve won my share of your gems and gold,
They crumble into clods:
I’ve gorged on the best that life can hold,
And Devil take the odds:
The grave is deep and the night is cold—
The world’s a skull-full of stinking mould —
And I laugh at your little gods!
6.
The lean road slunk through a blasted land
Where the earth was parched and black
But we were a merry, jesting band
Who asked no easier track:
Rogue and reaver and firebrand—
And Life rode laughing at my right hand —
And Death rode at my back.
7.
The road was dusty and harsh and long—
Crom, but a man gets dry! —
I’m old and weary and Death is strong
But flesh was born to die:
Hai, Gods! But it was a merry throng—
Rode by my side with jest and song—
Under an empty sky.
8.
I’ve heard fat, cunning priestlings tell
How damned souls writhe and moan:
That paradise they can buy and sell
For gold and gold alone:
To the flames with scripture and priest as well—
I’ll stride down the scarlet throat of Hell—
And dice for the Devil’s throne!
9.
I faced Life boldly and unafraid —
Should I flinch as Death draws near?
Life’s but a game Death and I have played
Many a wearisome year:
Hai! to the gallant friends I made—
Slave and swordsman and lissom maid! —
I begrudge no foot of the road I strayed —

The road which endeth . . . here.","1.
La route était longue et semée d’embûches,
Le ciel était gris et froid :
La lune était blême comme la mort, un bris de glace
Dans la pâleur ténue de l’aube :
Mais truand et catin, roi et garde —
Guerrier, magicien, larron et barde —
Me firent escorte jusqu’au bout.

2.
Comme il portait l’embrun humide à goût de sel,
Le vent âpre semblait un couteau aiguisé :
Sous la bourrasque les arbres étiques remuaient
Leurs squelettes noirs, leur vie de spectre :
Mais je bus le vin mousseux de la vie —
Vin de pillage, de désir et de Lutte —
Jusqu’à la lie amère.

3.
Guère plus qu’un enfant, je vins du nord sauvage
Jusqu’aux cités de la soie et du péché :
Par la torche et le fer, dans le sang et l’incendie,
Je m’emparai de tout ce qu’un homme peut saisir :
Oui-da, je jouai et gagnai au jeu du Diable —
Splendeur, gloire et renom étincelant —
Et je raillai le rictus osseux de la Mort.

4.
Des ennemis à combattre et à anéantir, il y en eut,
Et des amis à chérir, à qui se fier :
Et des couronnes à conquérir, à jeter avec dédain,
Et des lèvres à happer, en proie au désir :
Et des chansons pour tenir à distance la nuit noire —
Et du vin à répandre jusqu’au point du jour —
Qu’importe si à la fin, il n’y a que poussière ?

5.
J’ai bien gagné ma part de vos gemmes, de votre or,
Qui croulent en tas informes :
Je me suis gavé de ce que la vie offre de meilleur,
Et le Diable a pris le pari :
La tombe est profonde, la nuit très froide —
Le monde est un crâne puant le moisi et le rance —
Et je me ris de vos dieux mesquins !

6.
La route mince sinuait à travers un pays désolé
Où la terre était aride et noire,
Mais parmi notre bande de joyeux plaisantins,
Pas un ne réclamait de voie plus aisée :
Ni ruffian, ni pillard ni frondeur —
À ma droite, la Vie galopait en riant —
Et la Mort était sur mes talons.

7.
La route poussiéreuse s’étirait, toujours rude —
Par Crom, un homme parfois se sent le gosier sec !
Me voici vieux et las, et puis la Mort est forte,
Mais c’est ainsi, la chair est faite pour mourir :
Aha, dieux ! Mais ce fut une troupe joyeuse —
Qui chevaucha à mes côtés, pour chanter et rire —
Sous un ciel vide.

8.
J’ai entendu les beaux discours de prêtres bien gras,
Selon quoi les damnés se tordent en gémissant :
Ce paradis-là, ils peuvent bien l’acheter et le vendre
Pour de l’or, rien que de l’or :
Au feu ! les saintes écritures comme la prêtraille —
J’irai à grands pas dans la gorge écarlate de l’Enfer
— Et jouerai aux dés le trône du Diable !

9.
J’ai affronté la Vie avec audace et sans trembler —
Faudrait-il que je recule lorsque la mort approche ?
La Vie n’est qu’un jeu auquel j’ai joué avec la Mort
Durant bien des années éreintantes :
Ohé ! aux amis vaillants que je me fis —
Esclave, escrimeur et servante gracile ! —
Je ne me repens d’aucune aventure sur ma route —

La route qui s’achève… ici."
"Some say the world will end in fire,
Some say in ice.
From what I’ve tasted of desire
I hold with those who favor fire.
But if it had to perish twice,
I think I know enough of hate
To say that for destruction ice
Is also great
And would suffice.","Pour l’un le monde finira dans le feu,
Pour l’autre dans la glace.
De ce que j’ai goûté du désir
Le feu mérite l’avantage.
Mais s’il devait deux fois périr,
Connaissant bien, je crois, la haine
Je dirais de la glace qu’elle dévaste
Excellemment
Et pourvoirait."
"Some say the world will end in fire,
Some say in ice.
From what I’ve tasted of desire
I hold with those who favor fire.
But if it had to perish twice,
I think I know enough of hate
To say that for destruction ice
Is also great
And would suffice.","Certains disent que le monde finira dans un brasier,
D’autres disent dans la glace.
Le désir, tel que j’ai pu l’apprécier,
Me met d’accord avec ceux qui croient au brasier.
Mais si par deux fois la mort passe,
Je pense connaître assez la haine
Pour prétendre que, s’il s’agit de détruire, la glace
Ne soit pas vaine
Et satisfasse."
"Some say the world will end in fire,
Some say in ice.
From what I’ve tasted of desire
I hold with those who favor fire.
But if it had to perish twice,
I think I know enough of hate
To say that for destruction ice
Is also great
And would suffice.","Selon les uns le monde finira dans le feu,
Selon les autres, dans la glace.
D’après ce que j’ai goûté du désir
J’approuve ceux qui avantagent le feu.
Mais s’il devait succomber deux fois,
Je crois connaître assez de la haine
Pour affirmer qu’à la destruction la glace
S’avère fort apte
Et suffisante."
"Some say the world will end in fire,
Some say in ice.
From what I’ve tasted of desire
I hold with those who favor fire.
But if it had to perish twice,
I think I know enough of hate
To say that for destruction ice
Is also great
And would suffice.","Pour l’un le monde finira dans l’incendie,
Pour l’autre dans la glace.
Le désir, ainsi que je l’ai senti,
Me fait pencher pour l’incendie.
Mais s’il fallait que deux fois il y passe,
Je crois connaître assez du fiel
Et ses ravages pour arguer que la glace
Est elle aussi sensationnelle
Et efficace."
"Some say the world will end in fire,
Some say in ice.
From what I’ve tasted of desire
I hold with those who favor fire.
But if it had to perish twice,
I think I know enough of hate
To say that for destruction ice
Is also great
And would suffice.","D’aucuns prétendent que le monde finira dans le feu,
D’aucuns que ce sera dans la glace.
De ce que je connais de la passion
Je comprends ceux qui donnent l’avantage au feu.
Mais dût-il périr deux fois,
Je crois en savoir assez concernant la haine
Pour affirmer que pour la destruction la glace
Excelle également
Et suffirait."
"Some say the world will end in fire,
Some say in ice.
From what I’ve tasted of desire
I hold with those who favor fire.
But if it had to perish twice,
I think I know enough of hate
To say that for destruction ice
Is also great
And would suffice.","Certains disent que le monde finira dans le feu,
Certains disent dans la glace.
De ce que j’ai goûté du désir
Je suis d’accord avec ceux qui privilégient le feu.
Mais s’il devait périr deux fois,
Je crois savoir assez de la haine
Pour dire qu’en matière de destruction la glace
Est remarquable aussi
Et suffirait bien."
"« Hope » is the thing with feathers —
That perches in the soul —
And sings the tune without the words —
And never stops — at all —

And sweetest — in the Gale — is heard —
And sore must be the storm —
That could abash the little Bird
That kept so many warm —

I’ve heard it in the chillest land —
And on the strangest Sea —
Yet — never — in Extremity,
It asked a crumb — of me.","L' »Espoir » est la chose à plumes —
Qui se juche dans l’âme —
Et chante l’air sans les paroles —
Et jamais ne cesse — du tout —

Et la plus douce — dans la Bourrasque — s’entend —
Et qu’elle serait terrible la tempête —
Qui pourrait mortifier le petit Oiseau
Qui en a tant gardé au chaud —

Je l’ai entendu dans le pays le plus glacial —
Et sur la Mer la plus étrange —
Mais — jamais — à la dernière Extrémité,
Elle n’a requis la moindre miette — de moi."
"« Hope » is the thing with feathers —
That perches in the soul —
And sings the tune without the words —
And never stops — at all —

And sweetest — in the Gale — is heard —
And sore must be the storm —
That could abash the little Bird
That kept so many warm —

I’ve heard it in the chillest land —
And on the strangest Sea —
Yet — never — in Extremity,
It asked a crumb — of me.","« Espoir » est la chose à plumes —
Qui se tient perchée dans l’âme —
Et entonne l’air sans les paroles —
Et ne s’arrête jamais — pas du tout —

Et des plus douces — dans la Tourmente — est entendue —
Et qu’elle doit être pénible la tempête —
Qui affligerait le petit Oiseau
Qui en a tant réchauffé —

Je l’ai ouï dans le pays le plus froid —
Et sur la plus étrange Mer —
Pourtant — jamais — jusqu’à la dernière Extrémité,
N’a-t-il requis même une miette — de ma personne."
"« Hope » is the thing with feathers —
That perches in the soul —
And sings the tune without the words —
And never stops — at all —

And sweetest — in the Gale — is heard —
And sore must be the storm —
That could abash the little Bird
That kept so many warm —

I’ve heard it in the chillest land —
And on the strangest Sea —
Yet — never — in Extremity,
It asked a crumb — of me.","L' »Espoir » est cette chose ornée de plumes —
Perchée dans l’âme —
Qui chante une mélodie sans paroles —
Et ne cesse jamais — jamais —

Et qu’il est doux — au cœur de la Tempête — de l’entendre —
Et bien cruel serait l’orage —
Qui tourmenterait le petit Oiseau
Qui a tenu chaud à tant de monde —

Je l’ai entendu dans le pays le plus glacial —
Et sur la Mer la plus étrange —
Mais — jamais — à la dernière Extrémité,
Il n’a demandé ne fût-ce qu’une miette — pas à moi."
"« Hope » is the thing with feathers —
That perches in the soul —
And sings the tune without the words —
And never stops — at all —

And sweetest — in the Gale — is heard —
And sore must be the storm —
That could abash the little Bird
That kept so many warm —

I’ve heard it in the chillest land —
And on the strangest Sea —
Yet — never — in Extremity,
It asked a crumb — of me.","L' »Espoir » est la chose emplumée —
Qui perche dans l’âme —
Et chante la mélodie sans les paroles —
Et ne s’arrête — jamais —

C’est dans la Tempête — que son chant est — le plus suave —
Et bien mauvais serait l’orage —
Qui pourrait intimider le petit Oiseau
Qui a réchauffé tant de gens —

Je l’ai entendu dans les contrées les plus glaciales —
Et sur les Mers les plus insolites —
Pourtant jamais même dans la pire Extrémité,
Il ne m’a demandé — une miette."
"Bright star, would I were steadfast as thou art—
Not in lone splendour hung aloft the night
And watching, with eternal lids apart,
Like Nature’s patient, sleepless Eremite,
The moving waters at their priestlike task
Of pure ablution round earth’s human shores,
Or gazing on the new soft-fallen mask
Of snow upon the mountains and the moors—
No—yet still steadfast, still unchangeable,
Pillow’d upon my fair love’s ripening breast,
To feel for ever its soft fall and swell,
Awake for ever in a sweet unrest,
Still, still to hear her tender-taken breath,
And so live ever—or else swoon to death.","Brillante étoile, que ne suis-je constant comme toi —
Non pas fixé dans l’air nocturne, dans une splendide solitude,
À observer, paupières éternellement ouvertes,
Tel de la nature l’Ermite patient et sans sommeil,
Les eaux mouvantes comme des prêtres s’acquittant de leur tâche
De pure ablution, le long des rives humaines qui parcourent la terre,
Ou considérant la fraîcheur tombée doucement du masque
De la neige sur les monts et les landes —
Non — mais toujours constant, toujours immuable,
Soutenu par la poitrine ferme de ma bien-aimée,
À la sentir pour toujours tomber doucement et remonter,
Pour toujours dans l’éveil d’un trouble délicat,
Sans cesse, sans cesse à l’écoute de sa tendre inspiration,
Et vivre ainsi toujours — ou bien choir dans la mort."
"Bright star, would I were steadfast as thou art—
Not in lone splendour hung aloft the night
And watching, with eternal lids apart,
Like Nature’s patient, sleepless Eremite,
The moving waters at their priestlike task
Of pure ablution round earth’s human shores,
Or gazing on the new soft-fallen mask
Of snow upon the mountains and the moors—
No—yet still steadfast, still unchangeable,
Pillow’d upon my fair love’s ripening breast,
To feel for ever its soft fall and swell,
Awake for ever in a sweet unrest,
Still, still to hear her tender-taken breath,
And so live ever—or else swoon to death.","Vive étoile, avec ta fermeté que j’advienne —
Non dans un éclat seul appendu dans la nuit,
Aux aguets, ouvrant des paupières éternelles
Tel de la nature l’Ermite sans sommeil,
Des eaux mouvantes qui tâchent comme des prêtres
À la pure ablution de toute rive humaine,
À l’affût du masque doux, tombé à l’instant,
De la neige sur les montagnes et les landes —
Non — pourtant ferme encore, indéfectible encore,
Ma tête sur le sein mûr de ma bien-aimée,
Pour sentir à jamais son doux balancement,
À jamais éveillé dans un trouble plaisant,
Encore, encore à l’écoute de son haleine,
Ainsi vivre toujours — ou sombrer dans la mort."
"Bright star, would I were steadfast as thou art—
Not in lone splendour hung aloft the night
And watching, with eternal lids apart,
Like Nature’s patient, sleepless Eremite,
The moving waters at their priestlike task
Of pure ablution round earth’s human shores,
Or gazing on the new soft-fallen mask
Of snow upon the mountains and the moors—
No—yet still steadfast, still unchangeable,
Pillow’d upon my fair love’s ripening breast,
To feel for ever its soft fall and swell,
Awake for ever in a sweet unrest,
Still, still to hear her tender-taken breath,
And so live ever—or else swoon to death.","Vive étoile, ainsi que toi puissé-je être ferme —
Non pas splendide et seul, dans la nuit appendu
Pour voir, avec des yeux que jamais rien ne ferme,
Tel de la nature son ermite assidu

L’onde remuant comme le prêtre sur la vasque
Le long des rivages humains pour l’ablution,
Ou guetter, à l’instant tombé, le tendre masque
De la neige sur les landes et sur les monts —

Non — malgré tout ferme, gardant même constance,
Mon bel amour m’offrant la douceur de son sein
Pour en sentir toujours la légère alternance,

Éveillé pour toujours dans un trouble divin,
Entendre sans faillir son haleine reprise,
Et vivre ainsi toujours — ou bien, que j’agonise."
"I remember
The dark woods, masking slopes of sombre hills;
The grey clouds’ leaden everlasting arch;
The dusky streams that flowed without a sound,
And the lone winds that whispered down the passes.

Vista upon vista marching, hills on hills,
Slope beyond slope, each dark with sullen trees,
Our gaunt land lay. So when a man climbed up
A rugged peak and gazed, his shaded eye
Saw but the endless vista–hill on hill,
Slope beyond slope, each hooded like its brothers.

It was a gloomy land that seemed to hold
All winds and clouds and dreams that shun the sun,
With bare boughs rattling in the lonesome winds,
And the dark woodlands brooding over all,
Not even lightened by the rare dim sun
Which made squat shadows out of men; they called it
Cimmeria, land of Darkness and deep Night.

It was so long ago and far away
I have forgotten the very name men called me.
The axe and flint-tipped spear are like a dream,
And hunts and wars are like shadows. I recall
Only the stillness of that sombre land;
The clouds that piled forever on the hills,
The dimness of the everlasting woods.
Cimmeria, land of Darkness and the Night.

Oh, soul of mine, born out of shadowed hills,
To clouds and winds and ghosts that shun the sun,
How many deaths shall serve to break at last
This heritage which wraps me in the grey
Apparel of ghosts?  I search my heart and find
Cimmeria, land of Darkness and the Night.","Je me souviens
De bois enténébrés, masquant les versants des mornes collines ;
La voûte de plomb immuable des nuages gris ;
Les cours d’eau assombris qui coulaient sans bruit,
Et les vents solitaires qui bruissaient le long des ravins.

Notre perpétuel paysage de collines suivant des collines,
Côte après côte, sous l’ombrage de leurs arbres ternes,
qui s’étirait en une contrée sinistre. Quand donc un homme escaladait
Un pic biscornu et contemplait alentour, son œil obscurci
Ne découvrait que le même paysage interminable – colline suivant colline,
Côte après côte, chacune recouverte comme sa parente.

C’était une contrée sinistre qui semblait garder
Tous les vents, nuages et rêves qui fuient le soleil,
Des frondaisons qui frémissaient dans les vents solitaires,
Et les sombres forêts couvraient tout cela,
Qu’un rare et terne soleil ne pouvait éclaircir
Au point que les hommes n’étaient plus que des ombres tapies ; ils l’appelaient
Cimmérie, pays de Ténèbres et de Nuit profonde.

C’était en un temps et un lieu si lointains
Que j’en ai oublié même le nom qui m’était donné.
La hache et la lance à pointe de silex sont tels un songe,
Et les chasses et les guerres sont nébuleuses. Je me rappelle
Seulement le silence de cette morne contrée ;
Les nuages amassés toujours sur les collines,
L’obscur des bois éternels.
Cimmérie, pays des Ténèbres et de la Nuit.

Oh, âme mienne, née des collines brumeuses,
Des nuages, des vents et des fantômes qui fuient le soleil,
Combien me faudra-t-il de morts pour en finir
Avec cet héritage qui me revêt du gris
Accoutrement des spectres ? Je scrute mon cœur et trouve
Cimmérie, pays des Ténèbres et de la Nuit."
